user,room,weight,consumption
62660,373,2,1.1
62660,702,5,32.2
62661,152,10,1.0
62662,152,43,3.9
62662,702,429,41.5
62663,152,8,3.6
62664,152,29,0.0
62665,152,11,0.0
62665,702,9,1.5
62666,152,29,2.9
62667,675,55,14.7
62667,875,5,2.4
62668,675,8,0.8
62669,678,2,0.2
62669,385,2,0.2
62669,704,3,0.3
62669,476,2,0.2
62670,678,12,18.7
62670,373,12,1.9
62671,678,8,0.8
62672,877,23,2.3
62673,877,18,16.5
62674,877,24,13.3
62675,877,264,43.1
62676,877,80,70.3
62677,877,129,61.7
62678,877,67,27.1
62679,877,9,14.7
62680,877,569,33.8
62681,877,26,26.6
62682,877,505,44.4
62683,877,40,29.5
62684,877,40,24.9
62685,877,63,6.4
62686,877,57,22.1
62687,877,10,64.5
62688,877,128,12.9
62689,877,8,4.6
62690,877,17,30.3
62691,877,212,15.1
62692,877,44,27.4
62693,877,243,24.3
62694,877,74,54.3
62695,877,124,30.6
62696,877,307,17.7
62697,877,217,20.5
62698,877,16,52.4
62698,702,1,0.1
62699,877,59,20.4
62700,877,31,37.6
62701,877,112,18.8
62702,877,59,74.89
62703,877,258,24.8
62704,877,15,11.0
62705,877,29,29.4
62706,877,440,29.6
62707,877,93,50.7
62708,877,82,8.2
62709,877,343,32.1
62710,877,95,32.4
62711,877,19,21.6
62712,877,63,6.3
62713,877,10,38.1
62714,877,25,19.8
62715,877,16,84.3
62716,877,276,24.7
62717,877,76,40.5
62718,877,386,36.2
62719,877,16,1.6
62720,877,211,19.1
62721,877,29,21.0
62722,877,55,18.2
62723,877,16,0.2
62724,877,12,36.3
62725,877,110,92.0
62726,877,12,26.4
62727,877,172,20.7
62728,877,12,34.0
62729,877,16,26.4
62730,877,24,2.1
62731,877,44,9.2
62732,877,87,34.5
62733,877,20,17.9
62734,877,90,17.7
62735,877,525,64.0
62736,877,134,27.5
62737,877,240,25.8
62738,877,22,27.7
62739,877,198,41.4
62740,877,19,25.3
62741,877,136,98.94
62742,877,35,37.9
62743,877,23,27.7
62744,877,61,31.8
62745,877,12,34.9
62746,877,284,19.6
62747,877,63,27.8
62748,877,25,35.0
62749,877,153,37.1
62750,877,476,32.8
62751,877,19,28.8
62752,877,16,22.4
62753,877,40,41.1
62754,877,12,22.0
62755,877,140,22.6
62756,877,491,50.9
62757,877,172,14.1
62758,877,81,20.7
62759,877,396,20.0
62760,877,65,42.4
62761,877,8,4.4
62762,877,11,63.7
62763,877,30,35.8
62764,877,65,34.5
62765,877,414,20.1
62766,877,22,25.2
62767,877,378,23.0
62768,877,8,47.0
62769,877,445,42.1
62770,877,13,23.5
62771,877,82,24.7
62772,877,148,51.3
62773,877,83,11.5
62774,877,69,77.0
62774,702,3,3.0
62775,877,156,19.4
62776,877,383,36.1
62777,877,18,36.8
62778,877,291,25.2
62779,877,225,89.1
62780,877,316,42.7
62781,877,263,32.7
62782,877,292,19.4
62783,877,227,34.0
62784,877,412,35.9
62785,877,39,41.2
62786,877,83,67.0
62787,877,85,32.3
62788,877,41,42.9
62789,877,114,42.2
62790,877,364,31.5
62791,877,126,44.2
62792,877,272,28.6
62793,877,36,26.3
62794,877,186,21.5
62795,877,663,30.4
62796,877,368,23.3
62797,877,31,3.1
62798,877,9,25.2
62799,877,49,21.9
62800,877,14,52.1
62801,877,68,21.7
62802,877,12,29.6
62803,877,470,46.1
62804,877,133,32.1
62805,877,20,24.2
62806,877,44,36.3
62807,877,332,43.3
62808,877,37,46.8
62809,877,15,33.3
62810,877,8,6.5
62811,877,88,58.0
62812,877,79,30.4
62813,877,40,66.0
62814,877,44,16.5
62815,877,216,22.3
62816,877,81,70.2
62817,877,241,35.2
62818,877,21,10.0
62819,877,104,9.9
62820,877,29,49.0
62821,877,20,44.5
62822,877,99,11.3
62823,877,48,19.2
62824,877,11,42.0
62825,877,18,67.0
62826,877,19,26.3
62827,877,128,9.0
62828,877,110,33.1
62829,877,14,8.1
62830,877,372,35.7
62831,877,106,24.5
62832,877,16,23.9
62833,877,266,36.6
62834,877,221,10.6
62835,877,37,8.9
62836,877,29,25.7
62837,877,12,118.0
62838,877,44,13.7
62839,877,182,11.5
62839,1168,17,1.7
62840,877,52,28.4
62841,877,86,28.9
62842,877,13,46.0
62843,877,138,12.9
62844,877,302,29.4
62845,877,54,22.7
62846,877,397,47.0
62847,877,160,34.5
62848,877,205,24.2
62849,877,140,43.4
62850,877,90,3.5
62851,877,56,35.3
62852,877,57,12.7
62853,877,8,42.0
62854,877,385,17.8
62855,877,171,15.8
62856,877,88,23.1
62857,877,17,7.4
62858,877,83,19.6
62859,877,19,22.5
62860,877,86,5.2
62861,877,108,10.8
62862,877,12,7.3
62863,877,47,0.9
62864,877,71,22.6
62865,877,219,15.0
62866,877,8,2.0
62867,877,9,1.0
62868,877,64,12.4
62869,877,66,43.3
62869,385,12,2.1
62870,877,102,20.9
62871,877,43,4.3
62872,877,384,22.5
62873,877,88,58.2
62874,877,27,81.0
62875,877,17,29.9
62876,877,20,23.6
62877,877,263,22.8
62878,877,19,50.8
62879,877,289,23.3
62879,385,15,0.0
62880,877,188,14.3
62881,877,149,20.5
62882,877,104,25.6
62883,877,10,54.1
62884,877,22,27.8
62885,877,17,1.7
62886,877,28,8.5
62887,877,160,22.6
62888,877,8,50.0
62889,877,172,46.4
62890,877,11,30.7
62891,877,382,34.4
62892,877,39,3.9
62893,877,139,13.9
62894,877,458,31.8
62895,877,27,12.3
62896,877,86,62.9
62897,877,8,2.2
62898,877,177,16.7
62899,877,97,62.2
62900,877,112,106.8
62901,877,12,72.5
62902,877,88,9.0
62903,877,268,19.8
62904,877,623,48.31
62905,877,342,21.8
62906,877,14,37.0
62907,877,32,40.0
62908,877,427,32.5
62909,877,22,34.1
62910,877,66,21.8
62911,877,161,1.8
62912,877,19,23.7
62913,877,106,18.7
62914,877,123,34.7
62915,877,82,51.4
62916,877,80,22.7
62917,877,16,23.5
62918,877,18,33.9
62919,877,75,19.6
62920,877,69,4.1
62921,877,49,7.6
62922,877,188,19.2
62923,877,19,12.5
62924,877,72,93.1
62925,877,252,14.7
62926,877,25,99.0
62927,877,259,30.5
62928,877,432,21.8
62929,877,76,0.8
62930,877,35,23.0
62931,877,26,28.7
62932,877,222,20.4
62933,877,59,14.6
62934,877,37,7.3
62935,877,37,31.0
62936,877,34,40.9
62937,877,24,18.3
62938,877,325,34.6
62939,877,20,0.0
62940,877,123,101.8
62941,877,20,22.0
62942,877,50,27.1
62943,877,337,20.8
62944,877,139,34.0
62945,877,301,26.4
62946,877,455,27.3
62947,877,20,19.1
62948,877,14,89.5
62949,877,234,18.5
62950,877,440,29.0
62951,877,149,114.5
62952,877,13,38.5
62953,877,15,1.5
62954,877,116,22.8
62955,877,15,34.4
62956,877,263,19.3
62957,877,12,66.0
62958,877,81,46.0
62959,877,22,25.6
62959,373,5,5.2
62960,877,16,37.0
62961,877,124,59.8
62962,877,118,0.6
62963,877,279,22.8
62964,877,150,33.5
62965,877,132,33.3
62966,877,237,16.7
62967,877,122,23.8
62968,877,59,51.9
62969,877,20,2.0
62970,877,33,22.9
62970,385,4,0.4
62971,877,164,10.3
62972,877,66,18.4
62973,877,221,23.5
62974,877,60,17.0
62975,877,256,23.1
62976,877,63,33.0
62977,877,18,1.8
62977,875,29,2.9
62978,877,35,4.6
62978,875,88,13.3
62979,877,61,68.7
62980,877,384,37.81
62981,877,9,80.0
62982,877,48,61.0
62983,877,16,22.8
62984,877,359,20.5
62985,877,11,15.4
62986,877,8,46.8
62987,877,39,18.5
62988,877,22,27.8
62989,877,65,31.5
62990,877,67,20.6
62991,877,311,26.6
62992,877,565,125.7
62993,877,12,24.7
62994,877,23,52.7
62995,877,318,24.5
62996,877,26,32.1
62997,877,24,13.9
62998,877,19,15.3
62999,877,68,33.9
63000,877,118,20.6
63001,877,278,27.4
63002,877,14,43.1
63003,877,24,8.3
63004,877,8,19.8
63005,877,26,33.2
63006,877,16,67.6
63007,877,80,8.0
63008,877,112,11.5
63009,877,91,18.1
63010,877,145,14.1
63011,877,57,34.8
63012,877,92,34.2
63013,877,10,110.1
63014,877,56,57.0
63015,877,28,28.2
63016,877,420,29.6
63017,877,20,115.3
63018,877,8,21.1
63019,877,120,82.4
63020,877,48,60.0
63021,877,72,47.4
63022,877,12,37.3
63023,877,219,19.5
63024,877,323,60.5
63025,877,32,3.2
63026,877,28,14.3
63027,877,16,24.1
63028,877,19,24.0
63029,877,100,18.5
63029,914,1,0.5
63030,877,13,7.9
63031,877,68,50.7
63032,877,168,22.2
63033,877,161,18.3
63034,877,147,31.1
63035,877,133,13.3
63036,877,8,23.1
63037,877,35,8.1
63038,877,11,7.7
63039,877,19,43.5
63040,877,15,20.4
63041,877,11,65.5
63041,702,1,2.0
63042,877,42,44.9
63043,877,23,19.8
63044,877,15,27.5
63045,877,189,14.0
63046,877,271,24.1
63047,877,11,8.5
63048,877,128,12.3
63049,877,379,40.5
63050,877,16,8.7
63051,877,65,17.5
63052,877,19,0.1
63053,877,60,5.5
63054,877,260,26.0
63055,877,28,19.7
63056,877,164,5.5
63057,877,30,120.6
63058,877,212,23.4
63059,877,91,9.1
63060,877,48,33.2
63061,877,280,20.2
63062,877,33,22.5
63063,877,32,18.5
63064,877,176,12.4
63065,877,76,7.6
63066,877,31,10.2
63067,877,11,27.7
63068,877,115,7.3
63069,877,9,13.1
63070,877,371,25.8
63071,877,627,35.8
63072,877,16,10.8
63073,877,30,13.8
63074,877,35,2.6
63074,875,37,3.6
63075,877,168,16.8
63076,877,96,15.3
63077,877,168,13.3
63078,877,13,8.8
63079,877,10,17.3
63080,877,16,0.6
63081,877,86,8.6
63082,877,69,39.6
63083,877,11,16.5
63084,877,186,48.0
63085,877,33,0.6
63086,877,36,30.5
63087,877,15,90.3
63088,877,20,82.5
63089,877,8,100.1
63090,877,16,24.7
63091,877,47,17.9
63092,877,52,26.6
63093,877,52,20.6
63094,877,32,73.5
63095,877,240,23.21
63096,877,74,7.4
63097,877,28,58.7
63098,877,32,7.3
63099,877,10,6.4
63100,877,64,15.9
63101,877,50,12.9
63102,877,120,20.5
63103,877,22,4.5
63104,877,146,44.0
63105,877,601,38.6
63106,877,36,32.0
63107,877,16,75.0
63108,877,10,10.8
63109,877,402,28.2
63110,877,16,12.2
63111,877,8,15.4
63112,877,112,17.5
63113,877,106,11.7
63114,877,188,43.8
63115,877,8,14.6
63116,877,90,1.4
63117,877,12,21.1
63118,877,177,12.7
63119,877,97,94.3
63120,877,16,20.0
63121,877,38,24.0
63122,877,15,30.9
63123,877,116,1.9
63123,385,4,0.2
63124,877,103,38.2
63125,877,34,43.1
63126,877,8,15.2
63127,877,52,9.1
63128,877,617,46.6
63129,877,52,16.8
63130,877,16,20.6
63131,877,21,3.9
63132,877,134,45.7
63133,877,251,24.6
63134,877,245,32.2
63135,877,11,50.5
63136,877,9,21.0
63137,877,52,15.7
63138,877,121,8.4
63139,877,53,66.0
63140,877,51,12.2
63141,877,80,6.5
63142,877,44,47.5
63143,877,20,21.0
63144,877,108,10.0
63145,877,75,33.1
63146,877,36,3.6
63147,877,8,16.0
63148,877,103,73.1
63149,877,406,25.9
63150,877,9,10.2
63151,877,11,37.5
63151,385,1,2.0
63152,877,288,44.7
63153,877,280,23.3
63154,877,21,19.5
63155,877,8,90.0
63156,877,12,36.0
63157,877,33,29.5
63158,877,12,25.7
63159,877,165,22.6
63160,877,64,17.2
63161,877,78,34.4
63162,877,164,51.2
63163,877,48,19.1
63164,877,11,3.8
63165,877,29,3.6
63166,877,63,26.3
63167,877,151,39.4
63168,877,8,78.0
63169,877,38,21.7
63170,877,11,41.5
63171,877,56,24.1
63172,877,489,54.9
63173,877,59,5.9
63174,877,18,1.8
63175,877,91,22.3
63176,877,59,24.0
63177,877,149,14.4
63178,877,88,15.1
63179,877,275,20.8
63180,877,13,37.2
63181,877,71,19.8
63182,877,124,27.2
63183,877,34,7.8
63184,877,21,5.9
63185,877,206,14.4
63185,299,6,0.6
63186,877,190,61.6
63187,877,18,28.0
63188,877,270,26.0
63189,877,66,20.1
63190,877,268,27.4
63191,877,12,34.1
63192,877,16,36.5
63193,877,8,5.4
63193,704,5,1.1
63194,877,66,82.5
63195,877,68,6.6
63196,877,234,18.6
63197,877,227,21.5
63198,877,65,26.2
63199,877,20,49.5
63200,877,273,18.4
63201,877,216,23.7
63202,877,110,8.9
63202,385,18,1.8
63203,877,136,13.6
63204,877,107,8.0
63205,877,25,5.3
63206,877,30,15.4
63207,877,54,34.3
63208,877,19,22.2
63209,877,10,46.0
63210,877,46,18.5
63211,877,265,43.4
63212,877,16,8.4
63213,877,66,18.5
63214,877,8,18.4
63215,877,177,32.2
63216,877,48,66.0
63217,877,63,33.5
63218,877,207,91.8
63219,877,18,49.9
63220,877,8,30.6
63221,877,20,37.8
63222,877,51,52.0
63223,877,18,32.6
63224,877,24,25.0
63225,877,115,17.4
63226,877,175,17.1
63227,877,65,36.9
63228,877,11,33.0
63229,877,84,8.4
63230,877,8,6.5
63231,877,336,31.2
63232,877,88,28.4
63233,877,128,38.6
63234,877,247,22.6
63235,877,21,35.2
63236,877,36,32.5
63237,877,272,21.6
63238,877,90,13.9
63239,877,317,33.6
63240,877,24,36.6
63241,877,8,8.0
63242,877,208,18.4
63243,877,68,25.9
63244,877,152,11.9
63245,877,104,18.3
63246,877,263,23.4
63247,877,108,30.5
63248,877,17,26.4
63249,877,13,14.0
63250,877,16,16.1
63251,877,221,32.3
63252,877,9,8.5
63253,877,9,37.2
63254,877,12,40.91
63255,877,8,9.0
63256,877,20,17.5
63257,877,69,6.9
63258,877,47,15.3
63259,877,138,59.1
63260,877,302,26.4
63261,877,179,20.0
63262,877,8,14.2
63263,877,201,15.4
63264,877,36,3.6
63265,877,493,43.9
63266,877,38,27.0
63267,877,40,19.8
63268,877,72,19.7
63269,877,77,34.9
63270,877,52,22.7
63271,877,62,6.2
63272,877,145,86.2
63273,877,46,19.8
63274,877,256,2.9
63275,877,43,54.9
63276,877,247,17.5
63277,877,337,21.4
63278,877,4,0.4
63278,702,5,0.5
63278,522,6,0.6
63279,877,73,23.4
63280,877,68,5.8
63281,877,24,2.4
63282,877,32,24.6
63283,877,324,21.9
63284,877,16,28.3
63285,877,26,36.4
63286,877,97,15.3
63287,877,156,15.6
63288,877,9,9.1
63289,877,98,9.8
63290,877,17,5.6
63291,877,12,27.0
63292,877,22,42.4
63293,877,24,2.5
63294,877,19,17.0
63295,877,28,5.4
63296,877,30,45.0
63297,877,20,13.3
63298,877,92,63.5
63299,877,35,32.9
63300,877,8,0.8
63301,877,131,29.8
63302,877,8,17.0
63303,877,143,5.6
63304,877,52,11.5
63305,877,8,8.1
63306,877,31,9.8
63307,877,90,51.5
63308,877,130,20.2
63309,877,92,7.8
63310,877,26,13.8
63311,877,9,17.9
63312,877,127,18.3
63313,877,10,7.5
63314,877,13,29.7
63315,877,11,17.4
63316,877,31,17.0
63317,877,149,16.9
63318,877,36,32.2
63319,877,140,5.4
63320,877,72,7.3
63321,877,28,38.9
63322,877,9,4.7
63323,877,12,23.0
63324,877,26,18.6
63325,877,9,15.4
63326,877,95,43.5
63327,877,52,69.0
63328,877,13,18.8
63329,877,14,25.0
63330,877,278,23.7
63331,877,150,21.9
63332,877,44,4.0
63333,877,43,4.3
63334,877,28,18.5
63335,877,139,13.9
63336,877,30,50.3
63337,877,8,24.3
63338,877,90,9.1
63339,877,9,0.9
63340,877,53,11.9
63341,877,54,38.3
63342,877,96,37.2
63343,877,8,10.4
63344,877,113,21.3
63345,877,17,3.7
63346,877,12,14.2
63347,877,76,19.7
63348,877,24,34.0
63349,877,12,12.1
63350,877,61,10.7
63351,877,66,11.6
63352,877,40,0.6
63353,877,34,12.7
63354,877,324,22.6
63355,877,13,60.1
63356,877,82,33.0
63357,877,24,31.5
63358,877,188,11.2
63359,877,30,15.2
63360,877,116,11.6
63361,877,117,0.3
63362,877,42,4.2
63363,877,33,28.4
63364,877,106,11.4
63365,877,42,33.7
63366,877,337,19.3
63367,877,23,44.5
63368,877,43,4.3
63369,877,96,16.9
63370,877,166,16.6
63371,877,82,7.2
63372,877,108,27.8
63373,877,17,44.7
63374,877,296,34.3
63375,877,22,17.7
63376,877,11,33.4
63377,877,8,20.5
63378,877,10,25.1
63379,877,84,19.5
63380,877,10,24.8
63381,877,104,9.9
63382,877,8,15.0
63383,877,141,12.5
63384,877,240,13.4
63385,877,26,0.1
63386,877,16,1.6
63387,877,100,9.6
63388,877,28,13.2
63389,877,22,13.8
63390,877,204,0.5
63391,877,60,47.4
63392,877,24,15.4
63393,877,11,1.0
63394,877,52,20.4
63395,877,28,37.5
63396,877,110,1.7
63397,877,85,26.8
63398,877,146,13.8
63399,877,68,6.8
63400,877,156,19.7
63401,877,44,4.4
63402,877,40,4.0
63403,877,66,12.8
63404,877,16,60.0
63405,877,12,81.8
63406,877,146,16.4
63407,877,102,9.4
63408,877,57,20.0
63409,877,14,5.0
63410,877,460,40.6
63411,877,10,1.0
63412,877,32,27.8
63413,877,45,32.0
63414,877,44,37.4
63415,877,340,22.8
63416,877,16,20.2
63417,877,28,26.4
63418,877,24,37.0
63419,877,56,6.0
63420,877,186,1.6
63421,877,148,41.12
63422,877,24,15.1
63423,877,16,10.1
63424,877,206,36.0
63425,877,453,18.0
63426,877,64,8.8
63427,877,8,20.8
63428,877,20,17.3
63429,877,256,40.7
63430,877,12,2.6
63431,877,53,8.9
63432,877,5,20.1
63432,702,12,13.4
63433,877,15,10.1
63434,877,146,44.7
63435,877,181,17.7
63436,877,14,1.4
63437,877,12,29.8
63438,877,29,60.3
63439,877,48,27.5
63440,877,114,7.8
63441,877,19,1.9
63441,385,11,1.1
63442,877,14,3.3
63443,877,16,2.1
63444,877,20,17.0
63445,877,175,14.2
63446,877,19,9.9
63447,877,19,16.1
63448,877,87,27.0
63449,877,52,21.8
63450,877,12,13.5
63451,877,100,56.1
63452,877,40,17.6
63453,877,76,20.7
63454,877,32,27.0
63455,877,41,27.1
63456,877,184,18.4
63457,877,207,23.4
63458,877,30,3.0
63459,877,31,13.6
63460,877,54,14.3
63461,877,294,33.1
63462,877,28,20.5
63462,385,1,0.0
63463,877,13,26.4
63464,877,103,11.7
63465,877,20,10.3
63466,877,35,13.6
63466,385,7,0.7
63467,877,55,15.9
63468,877,16,47.6
63469,877,11,27.9
63470,877,27,24.9
63471,877,13,10.9
63472,877,64,105.0
63473,877,46,27.1
63474,877,196,12.6
63475,877,178,13.9
63476,877,19,60.8
63477,877,10,20.2
63478,877,140,24.0
63479,877,46,23.5
63480,877,8,35.0
63481,877,123,15.4
63482,877,9,31.2
63483,877,463,25.5
63484,877,352,31.6
63485,877,205,14.2
63486,877,77,6.2
63487,877,72,41.5
63488,877,27,2.3
63489,877,12,1.2
63490,877,88,8.8
63491,877,160,16.0
63492,877,95,35.1
63493,877,72,13.5
63494,877,64,0.3
63495,877,81,11.9
63496,877,12,42.0
63497,877,21,8.7
63498,877,36,25.5
63499,877,36,16.4
63500,877,33,1.0
63501,877,82,48.2
63502,877,20,38.8
63503,877,132,21.2
63504,877,69,34.0
63505,877,54,0.2
63506,877,80,22.7
63507,877,14,15.0
63508,877,161,20.0
63509,877,162,12.6
63510,877,9,18.0
63511,877,120,0.1
63512,877,27,13.3
63513,877,44,12.1
63514,877,12,12.5
63515,877,20,108.0
63516,877,148,20.1
63517,877,348,21.4
63518,877,55,4.8
63518,522,3,0.0
63519,877,49,4.9
63520,877,31,0.8
63521,877,147,13.2
63522,877,208,39.5
63523,877,92,25.4
63524,877,12,2.6
63525,877,163,7.7
63526,877,72,50.6
63527,877,36,14.2
63528,877,320,18.9
63529,877,10,77.0
63529,875,3,9.0
63530,877,192,29.2
63531,877,41,42.2
63532,877,32,29.0
63533,877,4,0.4
63533,702,4,41.5
63534,877,7,14.5
63534,528,3,7.2
63535,877,84,50.0
63536,877,100,21.2
63537,877,53,53.0
63538,877,8,0.7
63539,877,3,6.1
63539,702,36,21.2
63540,877,113,47.2
63541,877,8,65.0
63542,877,38,28.4
63543,877,53,8.8
63544,877,19,0.2
63545,877,11,43.3
63546,877,396,45.3
63547,877,40,4.1
63548,877,14,19.9
63549,877,12,18.1
63550,877,118,47.9
63551,877,8,13.1
63552,877,26,51.1
63553,877,28,22.4
63554,877,28,2.8
63555,877,292,23.6
63556,877,78,40.21
63557,877,40,4.0
63558,877,77,12.5
63559,877,60,0.8
63560,877,44,142.2
63561,877,14,3.2
63562,877,23,10.8
63563,877,232,20.6
63564,877,29,14.0
63565,877,9,47.2
63566,877,9,9.0
63567,877,44,46.0
63568,877,25,0.1
63569,877,72,13.8
63570,877,11,14.7
63571,877,47,31.9
63572,877,12,3.6
63573,877,9,20.0
63574,877,229,12.9
63575,877,11,1.4
63576,877,9,22.0
63577,877,54,5.4
63578,877,29,16.8
63579,877,95,15.4
63580,877,224,18.2
63581,877,269,18.5
63582,877,13,14.4
63583,877,16,6.3
63584,877,55,26.5
63585,877,11,7.0
63586,877,15,17.8
63587,877,33,12.3
63588,877,13,6.9
63589,877,16,28.2
63590,877,17,8.5
63591,877,52,20.8
63592,877,32,30.1
63593,877,12,36.0
63594,877,79,7.1
63595,877,134,15.9
63596,877,42,41.5
63597,877,25,1.2
63598,877,12,7.0
63599,877,16,63.0
63600,877,212,16.2
63601,877,37,45.1
63601,702,9,9.0
63602,877,8,9.0
63603,877,14,42.4
63604,877,48,8.7
63605,877,12,40.0
63606,877,92,9.2
63607,877,48,97.5
63608,877,67,75.9
63609,877,15,1.5
63610,877,11,8.7
63611,877,48,4.8
63612,877,252,23.4
63613,877,94,30.2
63614,877,98,95.2
63615,877,32,9.5
63616,877,8,0.2
63617,877,24,2.4
63618,877,16,8.9
63619,877,27,2.7
63620,877,12,0.8
63621,877,146,37.4
63622,877,41,26.2
63623,877,17,24.4
63624,877,15,1.5
63625,877,121,1.3
63626,877,115,15.6
63627,877,111,8.8
63628,877,11,0.5
63629,877,8,12.0
63630,877,44,18.1
63631,877,302,29.5
63631,875,513,49.7
63632,877,15,21.9
63633,877,80,15.6
63634,877,16,20.0
63635,877,13,24.1
63636,877,108,45.4
63637,877,23,12.4
63638,877,49,14.4
63639,877,199,9.7
63640,877,40,35.1
63641,877,11,8.7
63642,877,169,8.6
63643,877,38,3.8
63644,877,126,0.0
63645,877,23,25.1
63646,877,92,7.9
63647,877,88,8.8
63648,877,29,9.3
63649,877,8,1.7
63650,877,50,33.5
63651,877,12,41.0
63652,877,32,31.9
63653,877,37,28.1
63654,877,191,18.4
63655,877,9,15.4
63656,877,29,19.8
63657,877,203,18.8
63658,877,8,2.7
63659,877,33,24.4
63660,877,32,3.2
63661,877,164,4.2
63662,877,73,4.2
63663,877,125,18.4
63664,877,10,45.0
63665,877,140,19.1
63666,877,19,5.4
63666,385,2,6.0
63666,515,5,0.5
63667,877,28,77.6
63668,877,134,12.9
63669,877,29,35.5
63670,877,48,0.1
63671,877,54,8.6
63672,877,10,7.0
63673,877,18,14.1
63674,877,4,15.2
63674,702,5,24.5
63675,877,246,34.7
63676,877,109,18.3
63677,877,14,26.2
63678,877,108,34.4
63679,877,36,3.6
63680,877,19,0.2
63681,877,18,20.0
63682,877,9,12.9
63683,877,116,8.6
63684,877,8,19.2
63685,877,47,30.0
63686,877,12,35.3
63687,877,186,39.6
63688,877,18,40.0
63689,877,64,6.4
63690,877,9,0.16
63691,877,87,0.7
63692,877,253,16.6
63693,877,29,31.7
63694,877,8,38.2
63695,877,206,17.9
63696,877,87,6.8
63697,877,20,15.0
63698,877,20,29.5
63698,385,1,2.0
63699,877,8,1.0
63700,877,10,17.0
63701,877,104,16.9
63702,877,120,12.0
63703,877,28,32.0
63704,877,35,9.9
63705,877,5,20.0
63705,702,10,8.1
63706,877,77,7.7
63707,877,176,47.3
63708,877,189,15.0
63709,877,65,17.2
63710,877,51,18.3
63711,877,12,43.3
63712,877,75,9.4
63713,877,8,29.6
63714,877,36,14.3
63715,877,52,9.3
63716,877,76,0.3
63717,877,20,2.0
63718,877,28,2.8
63719,877,48,4.8
63720,877,132,53.5
63721,877,60,57.5
63722,877,8,0.4
63723,877,8,26.4
63724,877,33,12.5
63725,877,40,12.9
63726,877,31,11.6
63727,877,56,24.0
63728,877,124,19.5
63729,877,31,7.4
63730,877,12,22.2
63731,877,36,4.3
63732,877,65,11.8
63733,877,27,46.4
63734,877,19,42.1
63735,877,32,3.2
63736,877,13,9.0
63737,877,60,13.3
63738,877,31,2.5
63739,877,38,7.6
63740,877,84,13.3
63741,877,12,16.8
63742,877,86,9.6
63743,877,18,22.0
63744,877,180,13.8
63745,877,32,12.3
63746,877,20,11.0
63747,877,96,6.8
63748,877,30,29.1
63749,877,9,14.7
63750,877,7,2.1
63750,373,30,143.2
63751,877,12,9.8
63752,877,44,4.4
63753,877,153,61.3
63754,877,59,3.8
63755,877,374,22.0
63756,877,8,7.8
63757,877,75,15.7
63758,877,73,15.9
63759,877,16,25.2
63760,877,52,4.1
63761,877,68,0.0
63762,877,16,3.0
63763,877,19,0.1
63764,877,31,1.0
63765,877,29,18.5
63766,877,8,0.0
63767,877,76,0.1
63768,877,188,3.0
63769,877,133,0.0
63770,877,19,0.0
63771,877,45,0.0
63772,877,277,21.2
63773,877,45,7.9
63774,877,24,0.0
63775,877,17,0.1
63776,877,16,1.6
63777,877,184,10.0
63778,877,121,0.0
63779,877,160,0.0
63780,877,105,5.4
63781,877,126,0.0
63782,877,52,11.7
63783,877,24,4.2
63784,877,95,32.4
63785,877,87,5.1
63786,877,10,19.4
63787,877,9,0.9
63788,877,420,12.2
63789,877,23,7.6
63790,877,36,14.8
63791,877,16,1.2
63792,877,11,1.1
63793,877,7,0.7
63793,875,21,0.2
63794,877,24,2.2
63795,877,299,0.0
63796,877,11,0.0
63797,877,34,0.0
63798,877,35,2.8
63799,877,16,4.4
63799,385,3,2.2
63800,877,29,0.1
63801,877,85,7.0
63802,877,44,15.0
63803,877,19,8.8
63804,877,10,0.0
63805,877,31,0.0
63806,877,44,0.0
63807,877,24,10.6
63808,877,93,0.0
63809,877,14,0.0
63810,877,271,0.0
63811,877,94,1.0
63812,877,141,0.0
63813,877,64,0.0
63814,877,86,0.0
63815,877,53,0.0
63816,877,13,0.0
63817,877,60,0.0
63818,877,8,8.0
63819,877,58,0.7
63820,877,68,0.0
63821,877,190,8.2
63822,877,70,0.0
63823,877,268,13.7
63824,877,33,2.3
63824,301,32,2.7
63825,877,60,4.6
63826,877,24,7.6
63827,877,22,0.0
63828,877,13,15.5
63829,877,16,0.0
63830,877,72,0.0
63831,877,20,11.6
63832,877,209,2.3
63833,877,16,8.2
63834,877,29,0.0
63835,877,70,0.0
63836,877,87,0.0
63837,877,97,0.2
63838,877,224,0.0
63839,877,31,1.8
63840,877,20,0.0
63841,877,189,0.0
63842,877,53,0.0
63843,877,30,0.0
63844,877,28,0.0
63845,877,28,11.0
63846,877,19,1.9
63847,877,11,0.0
63848,877,168,0.0
63849,877,28,2.8
63850,877,32,0.0
63851,877,9,0.0
63852,877,24,7.9
63853,877,11,0.0
63854,877,14,0.0
63855,877,83,13.0
63856,877,8,0.0
63857,877,12,0.0
63858,877,8,3.4
63859,877,35,0.0
63860,877,16,4.0
63861,877,12,7.1
63862,877,77,0.0
63863,877,43,0.0
63864,877,227,5.5
63865,877,19,1.2
63866,877,9,108.0
63867,877,143,0.0
63868,877,22,0.0
63869,877,36,0.3
63870,877,18,6.6
63871,877,92,0.0
63872,877,17,7.5
63873,877,8,0.0
63874,877,94,0.0
63875,877,27,0.0
63876,877,42,0.0
63877,877,25,0.0
63878,877,12,13.6
63879,877,43,1.0
63880,877,35,12.1
63881,877,15,11.0
63882,877,80,10.1
63883,877,120,0.0
