user,room,weight,consumption
43999,97,58,29.5
44000,346,10,57.0
44001,7,16,0.0
17716,32,33,74.7
17717,32,36,72.0
17720,32,10,50.0
44002,19,8,0.0
44003,33,22,6.0
44004,33,8,0.0
17725,53,37,51.0
17728,32,25,2.5
17728,36,15,1.5
17728,50,13,1.3
44005,36,114,68.7
17731,32,13,78.0
17731,268,13,1.3
44006,40,16,75.4
17739,32,16,20.1
44007,33,33,0.0
44008,36,18,51.3
44009,33,15,1.5
44010,33,178,0.0
44010,175,10,0.0
17747,32,88,15.1
17747,122,21,4.7
17747,174,52,8.9
17747,875,45,16.0
44011,346,44,16.4
44012,33,18,0.0
44013,346,81,14.6
17755,239,1,0.1
17755,89,16,62.7
17755,405,1,0.1
17756,467,1,8.0
17756,848,1,8.0
17756,25,108,43.2
17760,32,3,13.5
17760,174,1,1.0
17760,373,4,19.9
44014,346,116,64.0
44015,31,36,33.6
17767,32,77,111.3
17770,877,15,21.5
17770,373,2,1.5
17770,702,1,0.0
17770,190,117,92.7
17773,32,12,36.0
17773,36,13,39.0
17774,32,11,5.5
17774,50,11,71.0
44016,32,26,86.0
44017,32,5,2.4
44017,33,43,49.8
17775,32,7,0.7
17775,122,6,0.6
17775,40,75,44.3
44018,38,62,53.6
44019,32,3,3.0
44019,35,4,4.0
44019,74,5,37.0
17777,222,26,2.6
17779,300,19,0.0
17779,875,33,0.3
17780,32,12,55.1
44020,33,8,55.2
44021,38,123,43.2
17781,33,252,74.3
17786,35,10,23.5
17786,40,10,21.0
17786,875,19,21.0
17787,38,32,0.0
44022,33,12,0.6
17788,32,2,0.2
17788,702,13,18.1
17788,875,1,0.1
17800,175,22,1.6
17801,346,13,0.4
44023,33,13,1.3
44024,106,28,1.0
44025,36,8,0.8
44026,36,8,0.8
44026,7,7,0.7
44026,40,10,1.0
17808,175,149,49.8
17812,110,24,71.9
17814,53,152,125.3
44027,32,38,10.0
44027,33,19,2.0
44028,36,32,48.0
44029,354,12,3.7
17818,33,32,30.6
17818,36,41,27.91
17828,33,12,102.8
44030,33,37,23.9
44031,33,8,0.0
44032,33,59,28.2
44033,33,87,47.8
17834,109,13,41.4
44034,346,46,12.8
44035,31,62,52.3
17838,175,11,97.5
44036,109,21,0.0
44037,267,82,8.2
17845,175,9,6.0
44038,36,8,45.0
44039,204,35,0.0
17846,29,1,0.1
17846,32,10,60.0
44040,7,7,14.0
44040,346,1,1.0
17852,373,17,8.8
17855,803,103,22.3
44041,40,15,0.0
44042,875,15,0.0
44043,346,149,51.4
17861,214,16,3.5
44044,346,54,64.4
17863,33,83,66.9
17863,7,11,1.1
17865,154,10,28.1
17865,50,5,0.5
44045,37,8,0.0
44046,33,89,0.2
17869,32,11,1.1
17869,321,6,0.6
17869,40,9,0.9
17869,186,3,0.3
44047,38,83,26.5
44048,33,9,0.0
44049,33,26,0.0
44050,31,62,19.7
17874,122,1,0.1
17874,50,64,170.3
44051,33,17,40.3
44052,81,26,0.0
44053,32,4,2.2
44053,689,39,3.9
17886,424,11,1.1
17886,248,8,1.7
44054,26,2,0.2
44054,7,18,58.5
44055,33,13,1.1
17892,346,17,21.0
17897,32,486,48.6
17898,26,37,63.3
17898,754,71,53.0
44056,38,69,41.1
44057,35,13,6.2
44058,32,8,1.7
44059,33,12,0.0
44059,122,16,0.0
44060,122,20,0.7
17909,222,31,0.0
44061,33,68,0.0
44061,40,64,0.0
17910,26,1,0.1
17910,32,6,17.2
17910,33,1,0.1
17910,35,1,0.1
17910,40,6,12.3
17910,15,1,0.1
17910,177,1,0.0
44062,38,18,0.0
44063,36,12,76.9
44063,38,1,0.0
17913,86,35,3.5
44064,160,31,20.0
17920,33,148,10.7
44065,33,8,0.0
44066,508,40,17.9
44067,33,26,0.0
17922,96,39,0.0
44068,346,16,0.0
44069,32,4,0.4
44069,40,5,0.5
44070,33,23,0.2
17929,116,2,0.2
17929,157,2,0.2
17929,668,2,0.2
17929,373,4,62.4
44071,141,17,67.5
44072,33,9,67.5
44073,346,14,0.0
44074,36,10,73.5
44075,35,15,90.0
44076,36,38,3.8
44077,33,8,0.0
44078,31,9,0.0
17933,154,3,2.2
17933,35,10,1.0
17933,36,37,26.2
17933,37,14,7.5
17933,50,13,6.5
17933,874,7,3.0
44079,346,180,51.0
44080,114,2,2.0
44080,160,78,38.4
44080,95,2,2.0
44081,346,21,0.2
17937,160,8,31.0
44082,33,23,62.5
44082,109,1,1.2
44083,115,28,36.0
44084,346,60,71.4
17944,7,10,87.3
17944,488,10,1.0
17945,340,15,0.0
44085,31,8,0.0
44086,35,3,4.0
44086,36,7,4.0
17953,877,345,34.7
44087,114,1,0.0
44087,160,14,0.0
44088,32,10,20.1
17958,222,118,8.9
44089,36,6,60.0
44089,40,7,30.0
17959,877,12,80.4
44090,26,24,2.4
44091,33,13,0.0
44092,36,8,13.5
44093,33,144,27.4
44094,33,14,0.0
44095,346,55,9.0
44095,875,1,0.0
44096,7,132,0.0
17973,33,10,0.0
44097,33,64,1.9
17975,346,148,86.4
44098,346,70,41.0
17982,701,112,60.6
44099,36,11,0.0
44100,175,28,45.0
44101,373,48,52.0
44102,40,4,9.1
44102,346,20,10.0
44103,38,54,53.0
44104,32,21,0.0
44105,33,14,0.0
44106,7,96,15.1
44107,32,10,1.0
18000,154,8,30.0
18002,32,8,1.7
18004,50,8,19.5
44108,97,31,15.0
44109,33,76,73.8
18011,33,4,0.3
18011,50,4,0.3
18013,442,12,39.0
18019,117,120,11.0
44110,36,13,111.0
44111,36,23,53.8
18022,373,140,105.5
44112,32,32,2.4
44113,33,348,19.6
44114,35,31,52.4
44115,33,39,0.0
18027,40,33,1.7
44116,643,14,15.0
18028,368,10,47.4
18028,242,9,100.0
44117,36,4,0.4
44117,38,4,0.4
44117,40,4,0.4
44118,50,71,55.2
18029,53,180,18.6
44119,53,58,65.7
44120,35,8,0.8
44121,115,124,24.8
18033,33,3,30.0
18033,35,67,77.1
18033,36,10,43.5
18034,346,11,65.4
44122,346,61,6.0
18036,53,92,112.2
44123,35,11,21.2
44123,36,6,22.0
44124,26,10,5.9
18039,218,51,5.1
44125,26,14,1.4
18042,35,32,56.0
44126,89,43,30.6
44127,33,16,0.0
18046,222,5,4.9
18046,242,29,15.0
44128,36,70,30.4
44129,175,260,8.9
44130,31,35,49.0
44131,97,42,13.9
44132,216,8,0.0
44133,35,14,18.0
44134,35,16,0.0
44135,33,8,0.0
44136,31,64,5.6
44137,53,91,9.1
44138,40,49,0.0
18063,875,138,106.4
18065,373,16,12.6
18065,1160,14,0.7
18067,410,197,117.0
18067,468,3,0.1
18067,806,68,30.6
18067,461,2,0.2
18067,859,125,215.3
18069,33,37,188.0
44139,961,8,0.8
44140,26,12,1.2
44141,81,19,0.0
44142,33,31,22.5
44143,36,21,53.3
44144,33,32,99.1
44145,175,65,13.5
44146,38,248,49.0
44147,35,8,41.0
18080,75,14,35.0
44148,35,16,98.0
44149,38,28,36.0
18081,169,9,40.2
18082,31,21,20.9
18082,35,1,1.0
44150,26,8,0.0
44151,40,48,31.0
44152,26,27,20.2
44152,40,60,23.5
44152,53,1,1.0
44153,31,181,71.5
18088,1178,11,45.0
18090,158,21,250.0
18090,433,115,834.9
18090,153,1,6.0
44154,346,16,13.9
44155,26,61,40.0
44155,668,3,30.0
44156,222,20,68.4
18101,346,338,83.9
44157,875,60,36.0
44158,33,12,60.6
44159,36,11,88.5
44160,33,14,11.7
18109,346,62,59.9
18111,222,27,0.0
18111,50,9,40.5
44161,35,16,16.0
44162,117,18,20.5
44163,365,9,1.2
44163,109,31,2.0
18120,248,34,40.0
18121,115,3,3.0
18121,178,6,6.0
44164,26,47,33.9
18129,256,89,29.2
18131,346,13,50.4
44165,36,24,24.0
44166,35,20,26.4
18132,135,22,40.0
18138,222,48,48.0
44167,26,9,0.5
44168,53,39,37.4
44169,53,16,8.4
44170,346,31,0.0
44171,33,10,12.0
44172,109,12,1.2
44173,26,5,0.5
44173,36,7,0.7
44174,40,24,0.0
44175,33,24,0.0
44175,175,48,0.0
44176,346,53,34.0
44177,346,44,51.4
18150,117,116,39.5
18153,117,72,20.4
44178,26,4,4.0
44178,33,16,95.0
44179,346,32,10.5
44180,33,44,18.4
44181,216,40,0.0
18157,152,7,9.9
18157,383,2,9.9
18157,300,7,38.8
44182,7,12,8.8
44183,33,20,0.0
44184,40,8,6.7
44185,33,19,0.0
44186,346,54,33.8
44187,100,13,0.3
44187,346,107,45.7
44188,33,8,1200.0
44189,38,41,45.0
18162,322,14,4.5
44190,488,12,41.0
44191,74,11,2.4
44192,346,84,67.8
44193,488,19,0.0
44194,154,13,8.0
44195,33,50,0.0
18167,33,10,1.0
18167,875,14,53.7
44196,175,32,82.7
44197,346,20,0.0
44198,32,15,0.0
44198,40,5,0.0
44199,33,17,0.0
44200,109,79,0.0
44201,31,47,34.5
18183,33,214,14.7
44202,115,12,4.0
18184,37,32,24.8
44203,346,40,38.0
44204,346,15,2.8
18187,368,8,0.8
18187,218,28,2.8
18187,495,14,28.5
44205,31,34,72.5
44206,35,15,57.3
44207,143,28,0.0
44208,36,23,0.0
44209,33,3,2.1
44209,222,1,0.0
44209,247,39,5.9
44210,35,3,5.0
44210,7,2,20.0
44210,74,1,10.0
44210,346,5,16.0
44211,35,22,82.6
44212,346,8,8.0
44213,38,32,56.1
44214,33,40,30.0
44215,38,13,6.2
18201,33,18,0.0
44216,7,55,69.6
44217,33,54,0.1
44218,122,14,30.0
44219,33,128,17.0
44220,276,7,10.5
44220,32,1,6.0
18209,484,314,31.4
44221,35,78,45.8
44222,346,32,21.3
18212,547,41,73.7
18215,93,16,40.0
18215,240,13,5.8
44223,547,8,22.0
44224,368,15,27.0
44225,547,10,12.5
18220,547,16,25.0
44226,547,8,4.6
18221,702,14,79.7
18222,323,4,1.7
18222,368,10,45.5
18222,222,17,31.4
18222,148,1,2.0
18223,559,56,187.5
18224,547,44,2.5
18228,432,12,1.2
44227,248,16,35.0
18229,31,17,1.2
18229,96,17,1.7
18230,432,6,0.6
18230,142,23,1.4
18234,247,12,205.0
18234,209,1,0.1
18235,162,4,6.0
18235,222,68,29.0
18236,432,40,0.0
18236,117,6,0.0
44228,256,16,6.7
18239,242,18,0.8
18239,204,53,75.8
44229,205,2,10.0
44229,588,10,30.0
44230,33,36,1.1
18250,242,127,26.5
44231,323,10,48.2
44232,26,10,36.5
18256,248,8,0.0
18262,90,27,31.5
18264,107,46,40.3
18268,90,12,0.0
18268,208,9,0.0
44233,117,55,1.3
44234,160,5,13.5
44234,323,3,9.9
44235,35,17,25.8
18272,90,50,29.9
18273,33,10,0.0
18278,90,20,31.6
18281,90,5,15.0
18281,107,6,25.0
44236,26,15,16.0
18286,368,14,19.0
18287,323,1,2.0
18287,90,16,8.3
18287,107,1,2.0
18287,126,2,3.5
18288,272,28,42.5
18298,90,11,0.2
18298,242,19,1.1
18298,431,8,0.4
18298,149,2,0.1
44237,117,10,53.7
44238,107,13,16.0
44239,242,62,6.8
18310,90,10,31.5
18311,548,11,21.0
18313,548,18,21.4
44240,37,9,6.8
18319,1064,13,225.1
18323,33,1,0.1
18323,36,2,0.2
18323,175,2,0.2
18323,40,1,0.1
18323,55,2,0.2
44241,256,56,0.0
44242,33,16,0.0
18326,550,19,1.9
18326,33,2,0.2
44243,26,10,26.9
44244,160,11,0.0
44245,26,48,10.3
44246,33,37,65.8
44247,26,29,0.0
44248,40,47,0.0
44249,36,14,31.1
44250,33,32,0.0
44250,100,25,0.0
18334,346,146,61.4
18336,551,8,13.0
18337,222,26,1.5
44251,37,29,8.8
44252,216,26,2.6
18353,36,29,122.4
18353,346,6,0.6
18354,37,148,88.0
18364,552,2,2.0
18364,50,55,116.7
18364,968,2,2.0
44253,38,11,10.0
44254,36,16,126.7
44255,31,36,95.2
44256,346,47,74.8
44257,31,59,70.8
44257,553,5,0.5
44257,143,4,0.4
44258,31,15,64.8
44259,31,32,10.5
44260,29,28,0.0
44261,31,40,38.8
44262,31,44,73.2
44263,31,1,5.0
44263,553,27,2.5
44264,31,30,15.5
44265,31,66,11.5
44266,31,175,20.6
44267,31,13,0.0
18384,31,151,0.0
44268,31,20,0.0
44269,31,219,16.7
44270,31,20,60.45
44271,346,107,28.5
44272,29,39,0.0
44272,31,46,0.0
44273,31,29,55.0
44274,31,43,0.0
44275,31,13,45.3
44275,346,2,0.2
44276,31,37,21.7
44277,31,68,51.1
44278,31,35,79.2
44279,31,33,20.5
18400,37,92,58.6
44280,162,11,0.0
18410,228,9,15.0
18411,228,13,39.0
18411,97,15,26.0
18415,405,125,12.6
44281,228,16,25.0
44281,89,9,5.1
44281,59,2,2.1
44281,218,2,3.0
18418,346,31,39.6
18424,107,5,18.5
18424,126,33,24.4
18432,36,2,0.2
18432,851,17,55.3
18432,200,5,6.2
18435,86,5,0.3
18435,222,62,19.4
44282,225,10,13.5
18440,228,19,7.6
18440,431,17,12.5
44283,218,23,12.2
18442,346,56,54.4
18453,57,19,64.3
44284,57,14,14.0
44284,33,14,1.4
18454,57,5,10.0
18454,50,4,4.0
18454,158,4,4.0
18455,57,8,60.1
18456,57,33,80.6
18458,57,148,79.3
18459,57,43,53.4
44285,33,87,51.9
18465,54,84,8.4
44286,320,7,43.5
44286,33,12,1.5
44287,29,9,36.0
44287,31,14,5.0
44287,175,12,28.0
18482,116,5,63.0
18482,35,2,0.1
18482,74,5,74.2
18483,57,20,34.5
18485,33,11,62.6
18485,154,2,0.2
18485,35,3,51.0
18485,74,3,0.3
18485,60,1,0.1
18492,678,16,10.7
18495,123,25,2.3
18495,35,12,10.5
18495,36,19,43.6
44288,346,30,44.8
44289,33,101,86.6
18507,35,48,36.9
18509,33,94,131.7
18511,488,28,2.5
44290,35,12,20.5
44290,74,13,2.2
44291,7,35,57.0
44292,33,18,0.0
44293,33,2,6.1
44293,35,7,147.9
44294,33,80,42.1
44295,143,14,45.0
44296,35,10,7.6
44297,33,15,73.8
18528,35,82,196.0
18528,74,18,36.0
44298,29,66,45.2
18530,346,30,30.3
44299,346,138,95.8
44300,35,14,59.9
18533,346,5,10.9
18533,844,35,352.9
18535,35,28,52.5
18537,35,12,175.6
18539,35,16,156.0
18543,50,18,168.1
44301,26,8,54.0
44302,33,98,58.2
18548,35,5,0.5
18548,36,5,0.5
18548,37,6,79.9
44303,35,8,126.0
18551,57,12,1.2
18551,346,12,1.2
18551,526,12,1.2
44304,33,13,40.0
18556,38,22,358.0
18561,50,163,103.1
44305,74,10,156.0
18563,851,99,20.1
18565,1157,39,10.5
18567,75,12,75.2
18569,50,2,0.2
18569,40,2,0.2
18569,346,36,106.2
18571,909,110,102.5
44306,31,275,27.5
44306,346,25,0.4
18581,53,53,15.0
18581,109,2,10.0
18586,35,18,19.5
44307,50,7,134.9
44307,346,5,0.5
44308,875,14,21.6
18587,116,19,10.9
18587,37,11,1.1
18589,33,8,14.5
44309,467,22,12.0
44310,36,25,42.1
44311,875,13,72.5
44312,33,81,64.0
44312,36,23,16.3
18601,504,13,0.0
44313,33,44,5.0
44314,50,152,86.0
44315,33,21,18.5
44316,35,3,0.0
44316,74,9,0.0
44317,26,10,1.0
44317,57,6,0.6
44317,37,10,1.0
44317,976,10,1.0
44318,33,8,0.0
44319,33,104,0.0
18609,53,109,0.0
44320,33,10,0.0
44321,28,18,1.8
44321,29,2,0.0
44321,33,18,0.9
44321,9,24,1.5
44322,33,47,0.0
44323,35,71,7.1
18611,35,16,32.0
18612,57,21,16.5
44324,33,30,6.9
44325,109,19,33.3
18614,222,13,38.0
18615,33,10,0.0
18622,36,10,44.9
18622,68,2,15.1
18623,854,283,85.11
18624,33,321,17.2
18624,109,33,7.0
18625,222,12,39.6
18627,875,106,84.3
18631,40,8,51.0
44326,33,51,46.7
44327,35,50,21.6
44328,346,53,37.4
18638,57,2,10.0
18638,35,33,17.0
18638,36,3,8.0
18638,38,2,14.0
18638,175,2,12.0
18638,874,2,12.0
18643,116,30,51.6
44329,875,30,34.8
44330,36,16,30.0
18646,215,18,102.6
44331,529,10,20.7
44331,109,3,3.3
44332,35,23,73.5
44333,33,17,1.1
18654,116,52,64.0
44334,33,12,69.0
44335,40,107,31.3
44336,38,141,37.0
44337,53,29,8.9
44338,29,2,2.0
44338,31,107,42.2
18658,175,17,0.0
18659,157,59,26.4
18659,176,1,26.5
18659,159,4,0.4
44339,346,24,0.0
44340,74,30,9.2
44341,26,15,22.5
44341,57,33,49.5
44342,346,50,33.6
44343,346,206,63.6
18667,59,52,40.5
18669,36,44,70.0
44344,33,9,51.7
44344,346,6,16.7
44345,35,17,26.5
44346,35,9,0.0
18683,346,81,74.5
44347,483,1,7.0
44347,346,35,96.6
44348,38,96,68.4
44349,57,13,1.4
44350,35,3,9.0
44350,40,49,91.0
44351,33,84,0.0
18685,186,130,8.1
18687,35,19,30.1
18687,74,11,11.0
18691,875,12,76.8
18695,38,8,56.4
44352,588,207,20.7
18701,50,37,13.1
18702,35,5,28.0
18702,36,2,11.0
18702,40,2,15.0
18702,346,14,35.0
44353,35,16,45.8
44354,33,61,39.21
44355,7,26,55.0
44355,40,5,30.0
44356,36,8,62.0
44356,346,12,56.0
44357,7,3,23.1
44357,53,9,21.9
44358,346,110,31.0
44359,373,32,94.7
18713,38,10,20.0
18713,94,6,25.0
18715,117,12,18.6
44360,346,20,30.2
18719,875,36,64.4
44361,216,80,23.5
44362,36,6,64.2
44362,38,2,6.7
18720,460,34,76.0
44363,26,2,3.0
44363,33,27,49.0
18721,35,1,1.0
18721,222,55,27.3
44364,38,44,5.0
18725,7,39,97.0
18727,153,47,6.0
44365,33,10,63.0
18729,33,91,15.3
44366,216,10,61.2
44366,33,1,0.0
18733,7,292,65.1
18734,37,1,0.0
18734,38,32,0.0
18736,35,10,0.0
44367,38,8,35.0
44368,36,81,116.8
44369,33,6,0.6
44369,40,14,0.0
44370,35,5,15.3
44370,38,3,1.2
44371,33,214,85.0
44372,33,8,51.5
44373,26,30,0.7
18743,116,49,74.9
44374,33,72,65.5
44375,346,14,57.2
44376,875,10,26.8
44377,346,17,0.0
44378,26,7,4.2
44378,57,9,4.4
44378,35,9,4.4
44378,36,8,4.3
44379,37,27,10.9
44379,38,45,16.1
18752,53,16,6.5
44380,7,8,5.3
44381,7,8,0.8
44381,346,4,0.4
44382,40,12,18.7
44383,33,40,30.6
44384,33,8,2.6
44384,50,8,3.5
44385,33,56,24.8
44386,7,39,0.0
44387,175,15,15.6
44388,33,29,38.1
44389,33,8,49.0
44390,36,29,14.8
44390,40,51,8.93
44391,35,74,7.3
44391,74,69,6.7
44392,31,12,0.0
18781,35,7,6.1
18781,40,9,9.0
44393,109,40,0.0
18784,149,14,51.5
44394,33,15,19.63
44395,702,12,79.5
44396,35,54,20.0
44397,33,11,0.0
44398,26,15,40.0
18795,245,12,77.1
44399,35,48,42.5
44400,37,8,0.8
44401,40,19,42.0
18803,50,15,95.2
44402,35,8,62.9
18806,214,72,161.7
18809,57,1,1.0
18809,116,1,1.0
18809,33,1,1.0
18809,35,2,2.0
18809,74,2,2.0
18809,175,2,2.0
18813,122,24,48.5
44403,26,10,32.5
44403,941,10,0.1
44404,50,13,40.6
18815,346,9,0.0
18817,7,12,11.1
44405,122,1,5.0
44405,107,10,41.6
44406,36,12,103.0
44407,40,11,93.8
44408,36,52,65.9
44409,33,9,49.6
44409,222,1,0.0
44410,368,19,20.0
44411,346,8,51.0
44412,33,29,0.0
44413,37,59,16.0
44414,33,44,0.0
44415,33,23,0.0
44416,33,8,0.0
44417,33,13,0.0
18842,110,27,65.0
18844,57,4,0.4
18844,116,4,0.4
18844,35,4,0.4
18844,74,26,129.4
18844,175,4,0.4
44418,57,1,0.1
44418,33,1,0.1
44418,35,2,0.2
44418,40,2,7.1
44418,346,2,0.2
18846,33,26,55.2
18847,33,68,57.4
44419,57,8,4.0
44420,35,23,35.7
44420,222,5,0.0
44421,7,57,50.9
18849,57,9,36.0
44422,33,12,39.4
18852,57,7,8.0
18852,40,16,5.0
44423,74,85,110.3
44424,216,51,23.3
44424,35,6,0.6
44424,222,6,0.6
44424,7,9,0.8
44424,74,9,25.6
44424,38,6,0.6
44425,175,28,84.0
44426,35,11,35.0
44427,189,46,6.1
44427,877,8,3.6
18859,74,15,0.0
18859,536,2,0.0
44428,36,83,25.7
44429,346,32,0.0
44430,33,89,13.9
44431,875,100,36.61
18864,222,16,51.0
44432,36,63,34.4
44433,35,2,2.0
44433,40,12,93.5
44434,35,48,68.8
18876,213,42,28.9
44435,35,6,115.5
44435,74,2,10.0
44436,875,19,154.3
18879,37,20,11.0
18879,40,75,20.1
18879,346,11,10.1
44437,35,20,3.5
44437,346,16,30.9
44438,33,54,47.91
44438,35,10,50.0
44439,33,91,29.1
44440,175,10,1.0
44441,7,8,21.5
44442,33,8,21.5
18886,50,41,110.2
44443,33,40,35.6
44444,668,232,8.8
44445,373,40,41.1
44446,35,15,26.0
44447,216,40,53.4
44448,36,92,83.7
44449,33,19,0.0
44449,109,24,0.0
44450,33,12,27.3
18895,60,12,1.2
18898,346,24,46.7
44451,40,20,37.2
44452,37,8,2.6
44453,31,162,25.0
44454,346,13,0.4
44455,50,111,25.7
44456,33,14,0.0
18904,33,136,17.2
18905,36,1,2.0
18905,7,11,110.0
44457,33,22,13.3
44458,222,46,30.2
44459,33,3,10.0
44459,576,8,25.0
44460,35,133,11.4
44461,346,15,55.8
18912,50,21,90.8
44462,40,32,23.0
18919,346,16,0.0
44463,36,8,20.3
44463,38,12,22.1
18921,7,19,26.7
44464,33,175,13.1
44465,33,11,0.0
44466,346,85,32.3
18926,36,9,147.0
44467,33,63,56.0
44467,53,21,0.0
18931,40,11,10.0
18932,487,61,1.8
18935,35,22,0.0
44468,33,20,0.0
44469,33,10,0.0
44470,33,29,0.0
44471,33,25,25.7
44472,109,8,0.0
18939,36,71,86.1
44473,33,12,24.9
44474,33,44,0.0
44475,346,10,11.1
18942,26,1,2.0
18942,35,51,68.0
18942,74,3,22.0
18943,343,22,3.0
44476,175,20,33.0
44477,248,12,1.2
44478,346,9,11.9
44479,35,64,75.1
44480,346,10,60.0
44481,346,129,18.5
44482,35,16,44.8
44483,33,9,24.0
44484,38,8,42.0
44485,175,24,41.0
44486,50,18,1.8
44487,116,8,80.0
44488,37,114,16.9
44488,346,102,15.5
44489,122,8,65.0
44490,57,16,10.0
44491,122,17,28.5
18954,37,5,12.3
18954,272,7,3.4
18954,346,13,33.8
44492,31,49,41.8
18958,33,104,0.0
44493,31,17,25.6
18960,50,56,105.3
44494,175,12,12.6
44495,346,18,33.0
44496,33,16,0.0
44497,36,8,47.0
44498,38,12,45.8
44499,35,9,6.4
18970,33,61,4.1
44500,33,11,0.0
44501,216,56,35.1
44502,346,66,48.1
18972,175,70,36.0
44503,877,36,18.5
44504,346,150,87.3
44505,346,148,114.4
44506,40,44,32.2
18976,249,4,0.3
18976,33,1,0.1
18976,53,7,84.7
18976,346,8,62.0
44507,33,15,0.0
18977,53,17,5.5
44508,877,56,0.0
44509,877,246,47.9
44509,385,3,0.1
44510,37,15,16.1
44510,877,26,0.0
44510,299,20,0.0
44511,875,9,0.0
44512,216,2,1.2
44512,35,10,18.1
18984,877,32,68.5
18985,40,179,25.7
44513,35,1,0.0
44513,346,12,0.0
44514,877,223,12.9
18987,877,135,71.3
18987,190,78,10.9
18988,877,83,9.5
18988,397,53,4.7
18989,877,61,0.0
44515,35,19,14.5
44515,74,17,9.8
18990,35,69,84.0
44516,877,184,49.6
44517,71,12,0.0
18991,877,267,26.8
18991,914,1,6.0
44518,33,9,0.0
44519,175,36,11.0
44520,35,12,108.0
44521,877,31,19.3
44522,877,24,111.0
44523,40,23,34.5
44524,122,50,0.0
18997,187,2,0.2
18997,156,15,1.5
18997,188,1,0.1
18997,515,33,1.2
18997,522,88,7.4
18997,190,83,6.9
44525,26,2,1.0
44525,33,102,9.8
44525,7,2,1.0
44526,877,67,72.3
18999,7,178,83.0
44527,877,30,85.0
44528,877,393,40.2
44529,877,29,0.0
44530,877,16,0.0
44531,877,32,0.0
44532,33,11,0.0
44533,877,10,1.4
44534,33,26,29.2
44535,877,44,56.4
19005,877,26,61.12
44536,877,52,51.9
19007,877,119,0.0
19007,190,5,0.0
44537,877,8,0.0
44538,877,70,0.0
44539,40,63,0.0
19009,877,144,78.0
19010,346,67,21.5
19012,36,6,7.0
19012,875,2,6.0
44540,877,18,12.1
44541,37,8,6.7
44542,33,33,0.0
44543,877,56,0.0
44544,877,98,0.0
44544,397,10,0.0
19017,36,22,115.5
44545,35,36,22.9
44545,36,18,18.0
19018,877,4,0.4
19018,704,5,0.5
19018,476,4,0.4
19018,528,4,0.4
19018,770,4,0.4
19018,397,18,41.3
44546,33,12,35.4
19019,157,47,81.3
19019,373,18,27.5
19020,33,139,76.2
19020,109,9,30.0
44547,877,46,0.0
44548,877,21,0.0
44549,877,36,0.0
19025,33,18,42.5
19026,877,20,86.0
44550,877,8,16.0
44551,175,177,9.0
44552,877,28,19.4
44553,877,86,61.7
19030,116,16,3.0
44554,33,13,0.0
19036,877,11,0.0
19036,686,4,10.0
19036,704,5,5.4
19036,522,1,2.0
19036,721,24,5.0
19036,354,1,2.0
44555,373,13,46.0
44556,38,58,73.5
44557,877,16,0.0
44558,33,15,0.0
44558,175,1,0.1
44559,222,22,31.6
44559,68,2,0.1
44560,877,9,0.1
44561,33,30,14.2
44562,33,17,0.0
19049,36,36,0.0
19051,877,247,18.7
44563,33,136,0.0
19060,35,13,1.3
19060,50,135,87.7
44564,33,12,0.0
19065,35,2,0.2
19065,36,104,66.1
19066,33,56,31.4
44565,38,12,54.1
44566,346,9,47.6
19067,115,26,155.4
44567,33,15,65.0
19070,37,32,7.0
19072,33,9,7.2
19072,346,72,49.9
44568,40,23,12.0
44569,35,9,11.8
44569,38,3,5.0
44570,346,16,99.0
44571,26,17,25.5
44572,33,12,64.8
44573,40,92,79.0
44574,875,40,10.5
44575,31,356,45.4
19075,346,25,80.4
19076,35,21,2.1
19076,177,15,2.4
19077,346,126,104.1
19079,101,472,39.7
44576,37,13,4.1
44577,35,12,0.3
19081,877,11,66.6
44578,368,26,7.3
44578,33,1,0.0
44578,109,115,84.4
44579,33,14,0.0
44580,33,10,6.9
44581,36,11,81.0
19086,369,21,6.8
44582,31,96,6.1
44583,31,357,14.2
44584,31,19,4.1
44585,31,43,19.2
44586,31,40,62.0
44587,120,22,0.0
44588,29,8,17.5
44588,31,11,30.5
19098,35,9,0.4
19103,31,3,6.0
19103,35,352,65.5
44589,31,54,65.1
44590,31,8,0.0
44591,175,8,0.0
44592,31,18,59.0
44593,36,395,21.4
44593,37,19,0.9
44593,175,1,0.2
44594,29,28,12.5
44594,31,106,10.0
44594,33,30,14.4
44595,31,30,33.0
44596,29,12,1.2
44597,29,21,0.0
44597,40,9,0.0
19117,89,3,4.1
19117,96,5,2.1
44598,31,137,53.0
44599,7,11,56.0
44600,31,27,60.4
19128,222,12,0.0
19132,4,20,2.0
19133,4,96,22.0
19135,4,24,36.0
19135,36,24,36.0
44601,4,33,31.5
19136,7,105,97.7
44602,38,4,0.0
44602,40,14,0.0
44603,33,12,0.0
44604,346,52,9.3
44605,36,8,53.4
44606,4,12,1.2
19141,175,10,60.0
44607,4,13,1.0
44608,40,192,75.8
44609,126,83,8.3
19146,980,2,0.2
19146,36,2,0.2
19146,7,2,0.2
19146,37,2,0.2
19146,346,140,118.0
19148,123,9,31.5
19150,123,125,69.6
19152,123,141,234.5
19153,123,18,80.0
19153,35,1,0.1
19153,36,2,0.2
19153,74,2,0.2
19153,50,2,0.2
19153,175,2,0.2
19153,382,1,0.1
19156,123,33,389.3
19156,74,2,0.2
19158,123,80,111.5
19160,123,2,0.2
19160,35,3,9.0
19160,74,11,99.0
19161,123,28,18.0
