user,room,weight
22168,35,53
22168,36,3
22168,68,21
45745,175,38
22171,35,3
22171,162,3
22171,74,1
22171,101,24
22171,144,8
22171,55,1
22174,35,1
22174,36,9
22174,966,2
22175,33,7
22175,109,5
22178,283,8
45749,35,40
71441,35,13
71442,35,23
71442,74,30
22183,311,1
22183,524,30
22183,690,1
22183,712,2
22183,534,4
22183,875,2
22185,35,10
22188,33,30
22188,35,1
22189,35,12
22189,175,1
45750,31,2
45750,368,2
45750,35,8
71443,216,15
71443,35,1
22201,35,16
22203,35,114
22203,875,1
71444,805,8
71444,200,2
22209,35,38
22210,700,323
22210,718,1
22210,1170,3
22212,640,46
22212,294,11
22212,736,4
22212,744,2
22215,157,326
22215,267,4
22215,875,1
45756,35,96
45756,74,7
71445,35,36
71446,875,8
22225,35,1
22225,176,9
22225,678,366
22225,528,15
71447,35,15
71447,40,1
71448,40,9
71449,35,76
22228,33,28
22228,35,4
45763,346,8
22229,267,24
45764,36,22
71450,33,3
71450,175,8
71451,35,5
71451,38,3
22232,35,17
22233,643,1
22233,373,1
22233,397,6
22234,267,10
22236,35,20
22236,101,1972
45775,877,4
45775,778,8
71452,875,16
22248,877,36
71453,40,19
71454,33,20
71454,109,15
45784,33,8
45784,35,74
45784,37,1
45784,40,2
22255,35,42
45785,35,1
45785,36,5
45785,40,79
45786,53,13
45787,33,1
45787,35,6
45787,40,1
22257,35,160
45794,346,25
45797,346,11
45797,875,39
45798,368,5
45798,35,1
45798,38,10
45798,175,4
45798,40,4
22260,35,11
45799,33,23
45799,109,1
22262,133,3
22262,142,7
22262,256,25
22262,143,1
22265,214,72
45801,175,24
71455,35,17
22267,29,1
22267,160,3
22267,57,5
22267,33,4
22267,35,172
22267,222,3
22267,37,2
22267,74,3
71456,33,1
71456,107,1
71456,175,1
71456,71,5
71457,33,214
71457,40,10
71458,368,81
71458,74,4
45805,35,7
45805,74,1
45805,40,1
22272,35,931
22272,36,349
71459,7,1
71459,40,11
71460,116,1
71460,35,65
71460,74,5
71460,53,1
45807,36,30
45807,40,2
22278,33,4
22278,35,460
22278,74,1
71461,520,27
71461,366,2
45808,35,11
45808,74,1
45809,488,2
45809,346,9
45810,35,19
45813,35,56
45815,35,10
22287,35,197
71462,40,2
71462,643,1
71462,877,10
71462,267,1
45820,216,11
45820,36,5
22292,176,27
22292,504,2
71463,26,23
71463,160,8
71463,33,27
71463,35,6
71463,162,3
71463,222,2
71463,40,1
71463,109,1
71464,37,3
71464,38,23
71465,35,6
71465,40,26
71466,35,10
45839,875,41
22298,877,87
22298,385,5
22302,35,2
22302,7,1
22302,346,41
71467,33,4
71467,7,1
71467,109,5
22303,702,1
22303,267,94
22303,316,34
45847,36,22
45847,875,12
71468,35,15
71469,33,6
71469,175,1
71469,71,2
71470,35,8
45851,35,14
22309,35,7
22309,101,16
22309,312,410
22310,35,1
22310,311,1
22310,373,14
22310,301,1214
71471,29,5
71471,31,23
71471,35,22
71471,36,2
71471,109,1
71471,875,9
71472,33,14
22313,115,1
22313,117,25
22313,102,2
71473,35,10
22314,35,8
22316,35,1
22316,214,7
22319,36,6
22319,189,2
22320,37,1
22320,38,11
45856,38,18
71474,35,9
22322,36,1
22322,342,9
22322,875,62
71475,107,11
22323,35,19
22323,74,2
71476,33,24
71476,122,80
71476,71,2
71476,109,2
22329,804,19
22331,26,2
22331,35,23
22331,162,10
22331,222,3
22331,40,3
22331,75,27
22333,40,1
22333,53,7
22334,35,13
22334,74,5
71477,35,10
71478,35,15
71478,74,2
22336,35,22
22336,296,2
22336,872,3
22336,301,5
22337,35,64
71479,26,1
71479,33,13
71479,35,70
22340,35,6
22340,74,2
22341,35,1
22341,36,18
22342,35,476
22342,74,12
71480,40,15
71481,160,1
71481,35,22
71482,160,2
71482,33,15
22348,7,62
22352,35,261
22352,36,40
22352,7,185
71483,875,8
45871,33,1
45871,35,3
45871,36,292
45871,40,396
71484,35,5
71484,311,2
71484,702,1
71485,36,72
71486,35,86
22355,35,12
22357,35,13
22357,74,55
22358,35,23
71487,35,6
71487,74,4
22368,587,214
45877,216,16
45877,31,4
71488,33,32
45882,29,1
45882,36,38
45882,7,3
45882,40,12
45883,33,1
45883,273,8
45883,346,11
22375,877,2
22375,373,8
22375,702,506
22375,528,2
22377,214,8
22378,116,31
22378,35,95
22378,74,10
22382,35,1
22382,36,3
22382,877,433
45892,35,2
45892,875,26
45894,7,2
45894,52,3
45894,346,6
71489,40,28
22398,29,8
22398,7,114
22398,38,24
22398,346,5
71490,101,8
22400,35,1
22400,38,5
22400,668,58
22400,300,17
22400,875,8
22401,35,8
22401,101,11
22401,45,2
22401,127,1
22402,40,1
22402,53,1
22402,157,6
71491,29,12
71492,35,6
71492,74,4
71492,40,1
22406,33,2
22406,35,12
22406,175,50
22407,176,6
22407,258,3
22407,373,5
22407,355,9
22408,101,68
45915,33,3
45915,35,6
45918,40,37
45920,36,44
22411,764,23
22414,875,8
22415,7,8
45922,74,38
71493,488,10
45925,35,1
45925,175,7
71494,875,9
71495,346,37
71496,33,12
22423,346,8
22425,35,8
22425,7,10
22425,346,8
22426,35,8
22427,33,4
22427,35,6
45930,35,11
45930,346,16
22428,7,170
71497,35,18
71497,74,2
45932,35,16
45932,74,1
22429,35,77
22429,74,24
22429,524,122
22429,668,82
22429,734,1
22429,534,5
22432,488,43
22432,259,5
45933,35,164
22433,36,8
22433,89,30
22433,877,45
22434,365,4
22434,35,2
22434,222,144
22434,68,2
22434,75,9
45936,35,17
45936,36,17
22438,175,17
22441,36,10
45941,35,1
45941,488,135
71498,33,16
71498,35,3
71499,35,3
71499,36,4
71499,53,1
22446,35,27
22446,74,1
22447,471,1
22447,975,7
71500,35,37
45950,36,15
22449,35,167
22452,35,9
71501,35,1
71501,36,7
71501,59,12
45955,35,167
45956,35,83
71502,35,15
71502,36,187
71503,175,12
22461,35,2
22461,74,21
45961,33,2
45961,35,2
45961,36,46
22462,35,5
22462,875,8
45963,36,31
45964,35,19
45964,346,7
71504,35,1
71504,36,12
71504,40,1
45966,33,3
45966,35,6
45966,36,1
45966,40,1
45966,346,23
22464,875,427
45968,35,80
71505,35,25
71505,36,1
71505,74,6
45971,33,3
45971,35,4
45971,36,7
45971,74,3
45971,40,9
45971,143,2
71506,35,51
71506,74,1
45979,33,9
45979,109,7
71507,33,6
71507,35,5
71508,35,14
71508,40,1
71508,53,41
22475,33,1
22475,36,291
22475,40,4
22477,35,10
22477,36,1
22477,466,40
22478,74,1
22478,214,10
71509,7,7
71509,74,1
45984,35,16
22489,162,115
22489,222,9
45988,38,10
45992,31,30
45992,35,2
45992,74,1
22493,175,1
22493,55,15
71510,160,2
71510,33,20
71510,35,1
71510,107,1
71510,117,10
71510,109,2
71511,33,2
71511,107,1
71511,40,5
71512,222,5
71512,53,22
71513,31,8
71514,35,19
71514,74,7
22504,35,79
71515,160,1
71515,421,238
22508,33,1
22508,36,7
71516,365,5
71516,33,4
71516,36,35
71516,38,1
22510,35,2
22510,272,3
22510,100,7
22510,346,53
71517,33,10
71517,35,2
22512,35,12
22512,74,23
45998,875,46
71518,26,50
71518,35,46
71518,40,1
71519,620,11
71520,35,1
71520,7,21
45999,35,47
71521,35,1
71521,175,34
71521,40,9
71522,488,18
22517,368,1
22517,36,74
22517,40,1
71523,29,1
71523,31,7
22519,130,15
71524,33,2
71524,373,14
22521,35,142
22521,74,50
46004,35,35
46004,167,1
46004,508,16
46005,35,13
46005,36,2
46005,74,1
71525,115,3
71525,35,1
71525,7,22
71525,37,4
71525,38,2
71525,248,15
46007,116,2
46007,35,904
46007,74,53
71526,115,9
46011,35,307
22528,35,13
22528,101,5
71527,35,66
71527,74,1
71528,216,7
71528,35,1
71528,38,29
71528,40,5
71528,272,17
46012,35,1
46012,7,3
46012,40,126
71529,64,2
71529,71,6
22530,187,1
22530,151,2
22530,267,21
22530,1163,16
71530,35,2
71530,7,5
71530,38,69
71531,26,2
71531,160,1
71531,33,16
71531,35,28
71531,141,22
22531,214,23
22532,35,1065
22532,74,13
22532,127,2
22535,214,226
22535,182,3
22536,799,104
22536,223,1
22538,674,44
22539,299,12
22541,469,13
22541,20,1
22541,838,23
22541,455,7
22541,502,49
22541,281,27
22541,113,169
22541,521,733
22542,1176,3
22542,105,8
22543,463,1
22543,421,685
22551,413,500
22554,35,8
22554,875,1391
46015,33,1
46015,38,9
71532,35,10
71532,36,1
71532,7,5
46019,35,14
22561,36,10
22561,94,4
22564,35,4
22564,373,91
22564,318,1
22567,35,6
22567,875,2
22567,127,1
22569,259,20
22570,397,16
22572,255,3
22572,214,4
22572,120,1
71533,35,10
22576,312,24
22576,176,65
22576,877,4
22576,373,10
22576,316,3
22576,318,1
71534,33,74
71534,35,2
71534,74,1
71535,875,47
46031,33,2
46031,7,12
71536,35,36
71537,35,1
71537,40,139
71538,35,10
71539,33,12
71539,67,1
71540,53,8
22589,858,36
71541,36,16
71542,668,2
71542,875,6
46045,29,2
46045,35,42
46045,36,169
46045,162,1
46045,222,1
46045,74,4
71543,33,32
22592,214,9
71544,160,2
71544,33,8
71544,35,6
71544,107,1
71544,109,15
46049,40,72
22596,35,9
22597,121,48
46050,36,68
71545,35,3
71545,74,9
22603,373,12
22605,151,5
22605,342,27
71546,33,3
71546,175,3
71546,71,1
71546,53,3
71547,157,15
46053,7,9
22609,156,7
22609,190,33
22609,1168,3
46054,175,482
46054,110,9
71548,29,32
71548,33,5
71548,35,5
71548,40,8
71549,61,3
71549,35,5
46057,35,2
46057,7,9
71550,36,18
22614,35,136
22614,36,254
22614,74,1
22614,77,1
71551,33,10
46061,35,9
46063,26,155
46063,35,5
46063,53,15
22621,175,37
46070,35,61
46072,35,5
46072,36,5
46072,7,48
46072,37,9
46073,875,11
22626,35,1
22626,122,32
22626,101,2
22626,215,2
22626,120,4
22626,127,22
46075,26,2
46075,35,2
46075,53,48
71552,668,36
46080,35,16
46081,116,9
22637,114,2
22637,160,3
22637,35,3
22637,36,44
22637,95,12
46083,35,9
46083,40,11
71553,35,62
71554,35,16
46084,35,29
46085,35,42
22639,35,1
22639,36,175
46086,35,164
46088,35,4
46088,877,19
71555,33,1
71555,35,8
71556,35,41
71557,875,8
22646,702,14
46093,35,11
22651,702,150
71558,35,13
71558,74,1
71559,53,8
46094,33,5
46094,36,2
46094,7,17
71560,33,69
46100,33,79
71561,33,13
46101,35,3
46101,74,53
22653,38,9
46103,875,12
22654,35,5
22654,298,28
22654,296,1
22654,373,1
22654,76,4
71562,33,2
71562,36,3
71562,109,6
71563,33,12
71564,35,20
71564,40,18
71564,875,9
22655,655,6
22655,668,1
22655,300,1
22657,524,3
22657,189,2
22657,902,59
22657,697,100
22657,373,1
22657,434,2
22657,1161,8
22657,746,4
22657,214,36
71565,368,2
71565,116,1
71565,35,13
71565,54,42
22659,702,18
22662,36,202
22662,40,50
22665,96,4
22665,119,12
71566,36,8
71567,35,106
71567,74,10
22670,35,5
22670,36,9
22672,35,9
22678,40,16
22678,170,1
22679,312,1
22679,668,1
22679,373,18
22679,301,3
46116,875,8
46117,35,12
71568,35,20
46119,50,2
46119,875,83
22689,176,22
22690,176,30
71569,35,128
22692,675,16
71570,53,9
46125,35,15
46125,55,6
71571,35,29
71571,36,1
71571,222,2
71571,7,1
71571,175,17
71571,40,17
46129,35,10
46129,74,1
22704,176,3
22704,152,3
22704,380,3
22704,373,2
22704,299,1
22704,721,122
22704,397,155
22705,267,41
22705,342,4
71572,89,15
71572,218,1
22707,264,16
22707,859,131
22710,36,15
22710,218,2
22710,346,13
22711,37,16
22711,346,7
46134,346,14
71573,33,1
71573,508,27
46135,368,2
46135,248,3
46135,204,10
22715,389,3
22715,534,45
71574,40,15
22716,36,21
22716,89,8
22716,40,5
22716,109,2
22718,297,1
22718,858,8
22719,622,17
22721,1157,543
46137,35,39
46137,40,42
22726,36,38
22727,35,29
22727,675,22
22727,190,2
22727,528,9
22727,765,2
22727,397,4
46142,33,1
46142,346,7
46143,35,12
46143,74,4
71575,162,11
22729,35,36
22730,214,1
22730,55,7
71576,35,111
22732,36,17
22732,40,46
46147,35,12
46147,36,12
46147,7,3
46147,74,1
22736,698,142
71577,875,9
22737,35,1
22737,162,13
22737,222,50
46151,875,30
71578,33,12
71578,107,2
71579,35,34
71580,175,1
71580,53,11
71581,36,3
71581,40,10
71581,875,25
46154,35,4
46154,38,28
46155,35,2
46155,36,308
46155,40,6
71582,160,1
71582,33,128
71582,109,7
71583,33,10
22749,35,1
22749,373,10
46160,116,5
46160,36,1
46160,175,9
46162,175,8
22750,175,75
46164,122,59
22751,122,5
22751,167,17
22751,117,35
46165,33,11
46165,175,1
46165,109,1
71584,724,8
71585,33,12
71585,222,1
71585,53,3
22755,36,8
22755,452,9
22755,412,3
22755,832,11
22755,456,7
22755,418,90
46167,35,12
46172,35,1
46172,346,11
46173,702,29
46174,35,24
71586,35,79
71586,74,5
71587,33,2
71587,36,1
71587,107,5
71587,71,1
71587,40,1
46181,35,8
22763,35,18
22763,141,2
22763,875,11
71588,33,11
71589,175,12
22766,175,12
22767,459,87
71590,33,108
46184,35,7
46184,346,121
22772,35,4
22772,236,4
22774,35,12
22774,74,76
22779,33,93
22779,107,66
22779,71,7
22779,109,168
22779,67,1
22781,146,32
22781,75,47
22782,35,6
22782,875,3
22788,735,20
22790,35,55
22790,36,1
22791,35,105
22791,74,111
22792,68,1
22792,75,7
46199,35,127
46199,74,39
22793,630,1
22793,632,4
22793,157,7
22793,698,2
22793,735,1
22793,105,1
22793,758,75
71591,35,23
71592,74,28
22797,51,22
22802,36,4
22802,37,7
22802,405,7
22802,346,23
22806,678,1
22806,686,178
22806,373,2
22806,702,7
22806,528,8
22807,36,9
46209,35,308
46210,35,1
46210,875,15
46214,346,18
71593,33,3
71593,71,10
71593,109,3
46222,35,792
71594,36,14
71594,38,2
46225,31,7
46225,7,1
71595,29,9
71595,216,40
71595,31,6
71595,368,1
71595,33,3
71595,35,1
71595,36,20
71595,7,15
71595,40,4
22814,31,17
22814,175,19
22814,53,1
46232,53,17
71596,33,12
71596,107,1
71596,875,11
71597,35,8
71598,36,32
71599,35,8
71600,875,12
22823,702,51
71601,74,1
71601,40,8
22824,171,62
71602,368,16
46237,31,32
46238,38,50
71603,31,1
71603,35,7
22832,26,1
22832,53,293
22833,35,339
22833,36,20
22833,74,1
71604,35,1
71604,36,30
71604,40,6
71605,35,11
71606,35,12
71607,397,8
71608,35,9
22841,162,2
22841,117,2
22841,109,18
71609,35,17
22842,7,30
46246,35,5
46246,40,9
22847,346,180
46250,346,20
22851,216,1
22851,33,1
22851,53,18
22854,801,1
22854,809,1
22854,243,23
22854,849,2
71610,31,13
71610,35,2
46253,35,32
46253,74,1
71611,35,112
46254,35,9
46254,40,1
46255,35,35
46256,33,17
46256,35,1
46256,36,206
46256,7,12
46256,175,10
46256,143,2
71612,29,24
71612,35,1
71612,875,1
71613,107,1
71613,508,11
71614,33,15
71614,7,8
71615,33,1
71615,35,3
71615,162,11
22863,152,9
22863,877,2
46265,31,66
71616,216,11
46268,35,25
71617,31,9
71617,160,9
71617,33,9
71617,222,1
71617,107,2
71618,35,15
71619,35,1
71619,36,10
22869,135,112
22870,35,1
22870,7,42
22870,40,1
71620,875,63
46278,36,40
46278,40,5
22873,101,13
22873,182,55
22875,35,2
22875,158,6
22877,373,11
22878,36,1
22878,7,1
22878,855,39
71621,35,74
22880,157,152
71622,7,8
71622,40,1
22886,469,9
46285,346,34
22887,697,37
22887,883,906
71623,35,1
71623,162,8
71623,74,23
71624,31,15
71624,160,1
71624,33,149
71624,35,22
71624,7,29
71624,109,1
71625,33,2
71625,36,15
46291,681,1
46291,1162,11
22890,75,16
46293,31,17
46293,40,1
46294,702,63
46295,176,3
46295,875,193
22892,732,253
22893,35,1
22893,342,43
22893,875,1
71626,346,13
22894,35,3
22894,101,1
22894,346,18
46300,875,16
22895,35,1
22895,670,999
22895,299,66
22895,403,21
22895,300,5
22895,190,1
22895,393,5
22895,732,4
22895,875,23
46308,877,12
71627,216,1
71627,35,2
71627,40,15
22898,162,6
22898,89,1
22898,117,11
22898,141,1
22898,204,8
22898,102,1
46314,33,15
46314,107,1
71628,262,12
46315,346,26
71629,346,11
71630,29,8
22904,33,23
22904,109,1
71631,35,10
71631,74,46
71632,35,12
71633,207,1
71633,84,7
71633,35,2
71633,488,1
71633,130,3
46326,35,70
46329,31,1
46329,33,1
46329,35,438
46329,36,8
22919,35,1
22919,36,251
71634,35,20
46331,160,2
46331,33,15
46331,71,8
46331,108,2
46331,109,25
46332,35,10
46332,36,3
22922,43,109
22925,25,180
46333,216,54
46333,7,87
46334,35,8
46334,74,24
71635,35,9
71635,74,1
71635,40,5
46335,875,60
46336,1178,222
71636,115,2
71636,222,1
71636,7,4
71636,38,1
22926,373,19
22926,875,23
71637,176,24
71637,877,15
22932,53,25
46343,35,22
71638,31,269
71639,35,4
71639,875,6
46350,36,49
46350,175,1
46350,40,1
46350,68,1
71640,702,20
22941,222,27
22942,35,1
22942,36,13
22942,7,1
22942,97,2
22942,53,1
46356,33,40
71641,36,3
71641,157,6
71642,38,33
22945,176,3
22945,380,2
22945,914,1
22945,504,3
22945,397,3
71643,36,16
71644,33,8
22956,914,81
22957,508,11
71645,36,15
71646,36,10
71646,40,3
71647,35,9
71648,31,19
71648,35,4
71649,346,9
71650,35,109
46369,875,142
46370,216,11
46370,36,2
46370,40,4
46370,1159,2
46370,875,1
71651,875,12
46375,175,15
71652,33,8
71652,74,1
71652,107,2
71653,33,31
71653,175,12
71653,109,5
22974,659,8
22974,384,137
22974,700,127
22974,703,1
22974,716,62
22974,1165,9
71654,7,36
71655,33,6
71655,71,6
22980,877,2
22980,872,9
71656,35,4
71656,36,22
22984,404,244
71657,35,2
71657,40,8
46382,36,8
23004,135,100
23004,141,5
23004,170,2
46384,74,44
23011,135,8
23011,175,1
23011,170,3028
23014,226,19
71658,101,10
23016,88,106
46385,35,1
46385,135,55
23019,135,9
23019,53,4
71659,135,12
23021,764,8
23023,26,12
23025,135,10
23026,135,2
23026,668,7
23028,88,1
23028,135,6
23028,40,16
23028,141,6
71660,135,14
23037,135,15
23044,116,5
23044,135,26
23045,101,51
71661,373,1
71661,702,7
71662,29,9
71662,31,3
71663,29,2
71663,222,10
71664,135,108
71665,26,12
71665,35,1
71665,135,12
23056,88,3
23056,35,17
23056,74,1
23056,40,5
23057,135,11
23057,814,3
71666,160,5
71666,368,1
71666,33,46
71666,35,3
71666,36,4
46388,365,1
46388,61,8
46388,135,5
46388,107,9
46388,247,9
46388,141,2
46388,248,6
23061,135,20
23061,157,15
23062,135,9
23062,101,1
23064,160,1
23064,33,6
23064,117,6
23064,210,1
23064,109,2
46389,135,38
23073,463,29
71667,135,1
71667,36,3
71667,7,7
71667,40,1
71668,26,1
71668,175,2
71668,53,5
71669,40,64
71669,214,2
71670,33,12
71671,135,1
71671,40,7
71672,61,10
71672,33,89
71672,88,15
71672,135,5
71672,117,17
71672,71,23
71672,242,4
71672,109,4
71672,141,2
71673,33,10
71673,107,13
71673,53,3
71674,33,13
71674,40,4
46392,35,3
46392,135,50
46392,74,3
23086,88,9
23086,135,22
71675,160,1
71675,36,6
71675,40,5
46393,33,24
46393,107,1
46393,40,3
46394,989,9
71676,33,19
71676,88,3
23088,135,11
71677,36,22
71678,88,2
71678,135,14
23095,50,13
71679,33,2
71679,175,34
71680,135,1
71680,122,35
23097,116,16
23097,101,6
23097,127,90
71681,88,2
71681,35,3
71681,135,32
71682,61,1
71682,216,3
71682,31,4
71682,114,1
71682,33,13
71682,107,6
71683,160,1
71683,33,19
71683,107,1
71684,33,16
71685,88,19
71686,135,39
46398,157,1437
23103,196,6
23103,157,3
23103,397,2
23104,164,27
23105,135,20
46399,35,2
46399,175,30
71687,135,6
71687,168,2
46400,88,14
71688,88,20
71689,31,19
46401,488,40
46403,157,23
71690,31,7
71690,40,6
71691,135,13
71691,189,1
71691,342,2
23107,101,4
23107,214,16
23107,127,5
71692,157,1
71692,373,63
71693,35,1
71693,342,80
71693,316,1
71694,312,8
71694,342,4
71695,33,11
71695,109,3
71696,135,1
71696,40,2
71696,668,40
71696,373,7
71696,299,1
71696,342,1
71697,33,6
71697,35,1
71697,107,2
71697,109,2
71697,312,7
71697,189,2
71697,668,11
71697,373,22
71697,299,1
71697,300,2
71697,317,4
71698,42,12
71699,216,7
71699,88,1
71699,37,1
71699,141,2
46406,35,51
46406,74,2
71700,37,10
23129,122,32
23129,668,8
23133,122,2
23133,177,1
23133,265,1
23133,19,1
23133,194,2
23133,23,1
46408,122,55
71701,122,4
71701,141,5
23138,122,32
23144,122,36
71702,122,12
23146,160,2
23146,33,41
23146,122,89
23146,71,27
23146,109,58
23151,36,10
71703,160,1
71703,33,7
71703,122,1
71703,58,3
71704,31,3
71704,7,4
71704,40,1
46410,33,16
46410,107,1
46410,175,1
71705,40,13
46412,33,1
46412,122,7
71706,122,8
71707,160,4
71707,33,8
71707,122,4
23171,29,1
23171,31,53
23171,560,1
71708,33,8
23174,122,42
23174,508,38
23174,143,284
71709,122,8
71709,124,1
71710,33,59
71710,109,3
23177,615,1
23177,504,2
23177,397,7
71711,53,8
71712,33,15
71712,71,1
71712,109,1
23183,122,4
23183,176,8
23186,178,48
71713,122,8
23195,122,14
23195,157,4
46414,122,172
71714,122,9
71715,33,22
71716,33,8
46418,122,175
46418,143,1
46419,33,3
46419,71,1
46419,109,5
23203,122,1
23203,204,12
71717,122,9
23206,29,1
23206,33,4
23206,122,1
23206,247,2
23206,104,12
23212,286,14
71718,33,14
71718,122,3
71718,107,3
71719,122,1
71719,124,7
23214,122,1
23214,40,83
23216,33,5
23216,122,2
23216,89,12
23216,107,10
23216,71,5
23216,345,10
71720,122,11
46424,53,8
71721,122,11
71721,95,1
23219,122,1
23219,124,48
71722,488,27
23220,36,8
23220,143,5
46425,33,39
46425,109,3
46426,122,8
71723,33,240
71723,122,3
71723,175,7
71723,109,9
71724,33,3
71724,122,55
71724,58,4
71725,31,40
71725,114,4
71725,160,6
71725,33,73
71725,35,3
71725,71,39
71725,109,50
71726,122,8
46430,33,9
23231,214,8
23231,283,7
71727,122,16
71728,33,231
71728,122,52
71728,36,3
71728,7,28
71728,40,8
71728,109,11
23237,160,1
23237,122,5
23237,107,4
23237,124,1
71729,122,38
71729,89,1
71729,59,5
71730,33,4
71730,109,6
71731,122,8
71732,216,4
71732,33,3
71732,122,37
71732,40,4
71733,122,89
71734,29,1
71734,35,25
71735,122,24
71736,33,25
71736,877,4
46438,33,71
46438,175,58
46438,40,12
46438,109,6
23242,122,11
46439,216,4
46439,33,26
46439,122,28
46439,107,5
46439,109,5
71737,33,3
71737,122,1
71737,109,10
71738,33,15
71738,122,1
23244,182,12
46442,122,10
46442,175,2
46442,53,2
71739,29,3
71739,33,28
71739,35,3
71739,122,103
71739,117,7
46443,31,7
46443,122,18
71740,33,19
71741,33,1
71741,122,16
71742,33,22
71742,71,1
71742,109,74
71743,29,5
71743,33,11
71743,122,26
71743,107,5
71743,508,1
71744,160,8
71744,33,18
71744,122,5
71745,122,8
23249,33,2
23249,35,1
23249,122,14
23251,33,16
23253,33,109
23253,71,1
23253,109,2
23253,173,1
46447,33,9
71746,122,32
71747,122,27
23256,214,18
71748,26,2
71748,33,7
71748,122,2
71749,122,5
71749,175,6
71749,204,5
71750,33,13
71751,33,3
71751,176,3
71751,875,30
23260,162,1
23260,222,51
23260,68,3
23260,214,1
46450,33,32
46450,346,248
71752,33,16
71752,109,8
71753,26,14
71753,162,1
71753,53,11
46452,222,127
71754,122,37
71755,122,86
71755,124,2
23266,26,2
23266,33,14
23266,122,12
23266,53,1
23266,109,2
46454,33,22
46454,38,63
71756,115,1
71756,107,2
71756,38,8
71757,31,1
71757,35,1
71757,122,13
71758,122,6
71758,36,1
71758,109,1
71759,33,6
71759,122,10
71760,33,3
71760,122,1
71760,109,8
23271,29,1
23271,122,2
23271,89,25
23271,107,14
71761,124,8
46458,36,205
71762,122,1
71762,107,5
71762,71,1
71762,53,1
23277,122,12
23277,469,12
71763,26,1
71763,33,9
71764,875,16
23278,95,20
71765,160,7
71765,33,1
71766,160,11
71766,33,16
71766,109,4
71767,109,12
71768,33,13
71768,107,26
23281,26,28
23281,33,1
23281,88,1
23281,53,3
23283,226,13
23285,36,520
23286,133,4
23286,33,23
23286,36,2121
23286,40,2
23287,36,56
23287,175,1
23290,36,2614
23291,36,12
71769,36,8
71770,33,23
71770,36,629
71771,36,33
71772,36,16
23298,115,9
23298,37,2
71773,36,10
23303,36,15
23305,36,12
46464,36,11
23308,36,95
23309,36,663
23309,37,60
23309,40,18
23310,35,18
23310,36,832
23311,36,9
46467,36,10
46467,40,2
46468,36,272
23313,36,6
23313,668,4
23313,176,2
23313,875,8
23313,764,2
23319,36,231
23320,36,110
23320,40,78
23320,101,10
23320,382,2
23320,710,32
23320,717,53
23320,105,3
23320,875,204
23320,244,1
71774,36,36
23323,36,45
46469,36,53
71775,35,1
71775,36,22
46470,36,13
46471,36,36
23329,36,122
71776,36,28
23334,36,64
23334,40,2
46478,35,2
46478,36,14
23335,36,17
23336,36,81
23341,35,3
23341,36,207
23341,7,47
23341,40,53
23341,875,2
23342,40,9
23342,373,2
71777,36,8
71777,117,2
23343,36,98
46486,36,24
23345,36,8
46488,36,6
46488,508,7
23346,36,22
23346,7,2
46490,36,40
46490,877,2
46490,534,19
71778,36,11
71778,53,3
46493,36,10
71779,36,15
71779,40,13
46494,36,28
23351,36,65
71780,36,27
71780,40,1
71781,36,71
71781,479,1
46497,36,73
23353,36,55
23355,36,39
71782,36,6
71782,37,14
23358,36,588
23358,142,4
71783,35,4
71783,36,52
71784,36,35
71784,37,7
71784,40,1
46504,36,22
23361,36,10
23362,459,2
23362,391,12
23362,1164,107
23365,33,4
23365,101,4
23365,524,16
23365,373,5
23365,299,4
23365,300,4
23365,342,1
23365,534,44
71785,36,12
71786,36,8
71786,37,1
71787,36,60
46514,529,3
46514,36,78
46517,36,26
46517,222,1
46517,242,1
46517,68,1
46518,36,16
71788,36,10
23378,36,146
23378,74,1
23382,36,70
71789,36,8
46531,36,7
46531,40,5
71790,36,25
71790,40,3
23386,36,83
23387,36,116
71791,33,5
71791,36,4
71791,175,6
46533,875,12
71792,36,10
46535,36,35
71793,36,7
71793,58,1
71793,109,1
23389,36,9
23389,583,3
23392,35,4
23392,36,44
23392,175,3
23393,36,3
23393,175,5
71794,36,85
71794,40,6
23394,36,16
46546,36,112
23397,346,33
23399,668,4
23399,875,25
71795,216,6
71795,38,2
46550,36,85
46552,36,137
46552,40,2
23402,115,1
23402,36,5
23402,256,1
23402,242,1
71796,36,14
23404,682,126
46555,36,47
46556,368,2
46556,36,1
46556,89,5
46556,109,4
71797,36,8
71798,346,36
23406,36,1
23406,508,2
23406,42,53
71799,36,50
71800,36,10
71801,36,8
71801,38,10
23408,264,103
23408,810,17
46559,36,12
46561,36,158
46562,35,1
46562,36,22
46562,37,11
46562,68,3
23409,36,4
23409,242,1
23409,259,3
23410,35,5
23410,36,141
23410,38,3
23410,42,7
46563,36,11
23411,176,6
23411,877,2
23411,522,13
23411,397,8
46565,35,13
71802,36,13
71803,160,2
71803,36,12
23412,36,4
23412,37,6
71804,36,16
71805,36,28
71806,36,469
71806,691,1
46583,36,337
23419,35,1
23419,36,87
23419,346,10
46585,36,71
46585,40,5
23421,119,1
23421,417,492
71807,36,16
46587,36,64
71808,36,51
71808,875,5
46591,35,2
46591,36,30
46594,36,132
23429,115,1
23429,368,4
23429,36,66
23429,37,7
23429,40,2
71809,36,418
71810,368,11
71810,36,6
71811,33,7
71811,36,109
71812,33,10
23431,36,138
23431,40,3
71813,33,28
71813,36,13
71813,175,19
71814,33,1
71814,36,12
71815,36,12
71816,36,10
