user,room,weight
48760,663,12
58264,1101,15
73927,1138,43
91471,1101,649
80088,1231,25
19440,663,60
56750,1101,79
107953,1499,20
3897,343,19
50674,642,23
47,58,61
92743,1425,14
49611,1104,57
49611,642,151
53391,1200,5
53391,642,16
64364,1190,10
72571,1138,49
61885,1120,75
55773,642,14
56627,1161,12
61209,1120,10
9939,305,13
6107,472,92
83888,1417,8
40560,670,31
78494,1104,12
90018,1138,44
39581,663,9
106295,1104,12
23632,667,50
81630,1117,28
43943,1101,7
43943,689,3
43943,642,3
43943,703,11
56822,1101,88
65428,1190,20
49516,730,17
34206,800,86
11195,343,8
24076,642,37
52000,642,13
38452,642,10
60387,1215,112
72437,1138,36
27592,670,48
80831,1269,16
23337,924,100
23337,779,52
105594,1120,45
26063,642,16
76175,1247,27
55745,917,8
37153,642,8
60191,1177,8
60191,1126,5
58339,1101,28
67007,1138,12
106500,1101,40
37711,670,44
64729,1190,13
85180,1149,9
36709,701,15
9234,305,59
78295,1126,44
59858,1101,24
36277,669,9
10083,369,55
40951,642,119
68024,1138,287
63610,1120,8
11366,305,11
102333,1200,20
96689,1138,92
49185,703,11
93459,1101,8
50503,690,17
31314,703,27
95239,1101,8
36401,663,48
6967,343,61
10110,305,37
89403,1120,20
94088,1101,20
84924,1101,28
34086,760,8
20898,669,11
71444,1138,30
48947,663,12
71140,1217,8
45553,655,14
56648,1101,34
105978,1126,19
18534,642,30
93092,1104,8
9157,351,24
24578,642,14
66732,1138,15
14688,305,9
8840,498,64
45643,655,20
75441,1159,9
108129,1647,8
49520,792,15
88586,1138,221
39216,642,15
26199,642,9
54160,642,45
45399,642,16
72274,1138,20
59514,1217,22
36034,642,18
89814,1190,15
53361,642,9
4431,367,9
4431,663,15
96420,1138,12
44032,663,25
20154,669,67
106361,1120,32
21338,725,12
16366,343,9
65920,1138,12
95124,1233,14
6639,305,22
76565,1101,32
106611,1120,12
16205,305,38
2019,305,34
86914,1101,26
99760,1104,32
92274,1101,16
76837,1104,83
12640,351,9
23558,689,86
20848,722,5
20848,1126,25
20848,1147,1
84107,1138,18
79923,1101,97
31387,670,9
47607,1256,2
47607,739,6
102754,1163,8
30046,663,28
35983,718,9
80835,1138,78
3677,343,13
22298,677,678
8540,367,19
102946,1226,11
18000,703,151
94234,1101,36
78354,1138,48
88039,1138,28
533,75,10
71201,1138,8
71201,1120,8
379,83,20
60487,1460,37
89454,1138,13
77795,1559,123
28737,811,10
61078,1173,21
10003,1101,6
10003,351,4
10003,703,4
57735,1351,29
37911,642,9
94977,1101,15
100915,1138,12
10402,343,26
34962,663,19
83608,1317,241
46133,974,71
86285,1125,20
15948,305,35
83949,1337,21
61085,1347,9
24802,650,23
78222,1196,39
31388,642,72
42567,648,4
42567,670,4
59918,1156,30
40321,663,20
69768,1138,10
50022,663,32
77460,1138,48
106681,1138,107
22610,1138,11
22610,663,5
39793,642,48
32191,689,104
87228,1146,97
42229,670,9
82925,1223,17
22601,669,12
86449,1140,8
100856,1101,8
19136,648,12
55501,807,15
52886,703,23
2783,305,9
2783,642,9
16818,358,15
50579,642,47
72482,1617,16
82362,1101,54
35273,1104,14
35273,642,7
74517,1104,24
45232,636,20
12679,343,20
40183,690,11
40183,1256,1
52404,799,58
23989,648,7
23989,1247,5
63295,1138,44
33690,650,2
33690,701,7
33690,1363,1
49727,669,8
27260,689,11
21644,723,8
103189,1138,16
29561,642,16
95679,1126,48
49000,663,18
98474,1120,14
63628,1120,8
54614,642,8
35781,670,12
22122,670,12
32863,669,28
81127,1190,10
82423,1101,42
55846,663,8
77136,1104,28
74653,1165,35
90397,1101,24
45692,767,12
60042,1251,98
34621,690,29
36555,642,92
90075,1138,14
84333,1138,9
10721,367,4
10721,1117,4
66054,1161,12
35220,670,68
20812,647,534
54689,642,11
81457,1173,86
98521,1120,24
94833,1232,11
91172,1138,14
35246,642,8
60322,1163,5
60322,1217,15
90084,1101,21
34533,739,12
15066,351,9
56092,642,62
69787,1106,20
97258,1138,10
61570,1147,29
3103,342,8
34591,670,14
4328,450,511
39231,739,180
59875,1430,8
89699,1101,18
30522,745,8
90371,1138,22
92371,1161,9
27754,663,8
75958,1138,49
72682,1101,28
68808,1120,21
61642,1120,59
37511,642,17
26767,703,80
54594,670,12
103510,1182,19
52939,642,8
9002,343,33
19266,669,77
35764,670,23
33667,856,20
3083,367,24
46212,1190,3
46212,1178,2
46212,642,4
60853,1256,30
41079,642,21
56004,642,45
70956,1247,34
11619,305,10
68870,1140,25
96605,1101,36
106820,1190,8
101564,1200,10
75246,1104,20
28910,767,8
80073,1428,9
1437,305,20
44227,642,12
24586,745,10
10870,351,7
10870,670,38
41324,689,23
108580,1200,25
60368,1200,34
70181,1139,10
17332,366,65
85960,1161,12
32779,642,21
30537,745,11
54905,655,8
66293,1120,53
29552,663,12
66575,1138,12
66270,1138,4
66270,1120,4
67610,1227,3
67610,1203,12
44941,748,38
50695,663,10
8104,367,10
66935,1163,68
36782,767,12
10629,472,28
3373,669,5
3373,367,6
18058,647,13
12086,305,12
86190,1163,12
82615,1200,8
49616,718,8
98084,1138,16
79780,1217,47
8227,346,1
8227,761,2
8227,1219,8
51593,663,13
19658,763,3
19658,767,5
19658,647,6
75181,1163,8
39182,669,21
74777,1136,25
9126,342,32
41341,642,11
99739,1101,31
42776,663,10
23072,669,11
24185,986,62
242,143,215
86598,1161,10
32826,663,8
94135,1101,15
14778,385,4
14778,947,80
76638,1120,32
14597,305,14
46339,663,8
96058,1138,50
75773,1140,12
56824,1165,35
77161,1120,21
79446,1101,18
57143,1138,12
30828,650,11
30828,739,11
106156,1126,8
89843,1138,10
97919,1149,24
23894,689,10
49479,703,33
53058,642,33
26644,642,50
36309,670,26
101916,1138,28
96934,1138,27
92447,1228,12
31245,642,40
59056,1101,13
68973,1138,12
98520,1138,15
36639,669,17
107700,1101,10
46963,642,17
71505,1149,16
91270,1537,44
2206,351,228
79365,1217,10
20220,718,8
22946,663,8
81364,1138,14
2394,305,85
106533,1149,10
55698,642,8
27457,725,19
42079,753,20
24570,670,30
71642,1126,11
86807,1149,20
71679,1120,30
103678,1178,8
64901,1120,21
53480,723,11
94368,1120,10
94368,1117,2
8385,367,8
107116,1104,9
9045,305,22
43876,669,16
24096,689,17
21000,669,25
46591,669,39
72151,1199,92
3093,351,8
3093,670,6
43270,703,16
74935,1163,52
99927,1138,21
39116,669,34
41381,642,31
64732,1138,31
92271,1138,16
9927,343,10
47317,642,12
64057,1120,24
63260,1138,10
5070,305,19
49977,1728,18
49977,815,34
84434,1138,33
91942,1120,24
50557,642,19
80872,1138,9
32632,750,90
77893,1101,19
39086,653,1
39086,1428,7
39086,1147,2
39086,670,2
107211,1363,20
74611,1138,10
29524,792,12
26968,701,24
63487,1138,23
25251,768,32
2155,305,233
80000,1293,19
29353,877,15
3421,400,12
4880,1215,9
4880,499,48
54867,689,8
8148,305,6
8148,663,3
26433,755,5
26433,1105,9
26433,925,2
64226,1138,27
6347,367,16
76014,1200,39
62306,1120,9
89703,1431,28
12951,689,7
12951,305,4
12951,847,1
28306,677,16
37639,642,11
37639,750,5
91147,1101,12
33498,1138,6
33498,663,7
72602,1120,64
58007,1104,144
7729,351,12
34952,881,8
1914,305,25
76541,1310,9
97204,1101,25
63814,1138,15
107299,1268,8
39095,642,8
68004,1138,274
31418,663,102
52966,670,32
60819,1190,12
32242,642,10
91681,1101,42
11516,305,102
81122,1163,22
44958,642,10
64616,1120,26
40772,655,18
40772,725,2
40772,701,2
15147,305,30
6808,305,29
89729,1173,44
83662,1104,12
516,1106,1
516,773,3
516,56,4
86482,1169,30
91521,1138,40
80293,1267,34
80293,1163,14
56180,703,16
33818,832,25
21197,642,23
60337,1138,168
88864,1138,24
88864,1151,14
68885,1139,135
51274,642,12
82412,1101,59
74804,1104,10
41650,642,48
85340,1101,9
1139,305,16
100546,1389,1
100546,1126,9
88432,1138,21
88840,1257,204
19079,689,34
19079,848,3
64712,1138,16
26211,761,156
105859,1138,7
105859,1120,7
91033,1101,18
21518,694,48
35382,703,15
32579,642,9
53167,750,11
599,127,8
74096,1138,39
39365,670,8
55970,755,8
105243,1120,15
56185,670,20
37457,642,49
73224,1120,8
56165,670,9
99801,1125,18
16740,305,12
85620,1178,8
52903,690,9
56332,1154,12
43067,723,1
43067,894,5
43067,676,3
36898,723,10
10343,435,1
10343,707,9
22603,670,10
9561,305,8
97039,1149,22
40159,642,8
62372,1120,16
16325,669,97
16325,342,3
20672,720,8
74315,1424,14
40388,752,15
18851,670,10
44177,689,8
63653,1138,44
17343,367,12
34691,801,13
18182,777,19
42674,689,11
86409,1125,12
3840,366,15
34990,776,9
73436,1161,76
73436,1192,1
83506,1104,9
70031,1120,12
22078,773,24
47222,665,10
28893,926,18
66207,1145,32
30913,703,8
108911,1120,19
65857,1190,1
65857,1178,14
72173,1101,13
67810,1537,44
75453,1106,8
75533,1138,16
60557,1133,35
6525,305,33
52723,642,13
53068,670,18
106049,1177,12
81116,1163,16
75093,1138,11
46022,774,10
66629,1182,43
66142,1138,32
108721,1233,11
81472,1200,8
60962,1138,31
21798,670,12
1658,305,23
51036,642,40
102301,1101,8
92602,1101,16
88569,1138,38
21648,659,31
61637,1165,9
77371,1149,19
77371,1182,45
101350,1138,21
6821,305,84
9345,305,25
75173,1149,21
57802,1120,28
95129,1104,47
71823,1138,20
14971,305,16
51709,642,13
96184,1140,12
91504,1101,20
28904,636,25
28904,1151,22
35948,670,8
17591,655,37
61856,1247,48
23182,725,20
53103,1246,10
53103,700,2
53103,885,25
37321,642,30
88727,1138,17
19631,703,72
100485,1147,21
51820,703,76
84390,1104,11
63317,1138,34
107590,1101,57
43135,642,10
81629,1138,37
84852,1138,28
93383,1138,8
69415,1138,14
31532,669,28
69876,1178,26
82002,1249,23
22968,792,10
57967,1101,8
54605,689,21
38296,670,10
11729,305,8
70490,1101,61
31272,669,36
71035,1138,24
94925,1138,11
93742,1104,58
53029,642,19
63051,1138,10
26506,655,9
63339,1138,113
27700,642,11
68548,1138,48
89620,1101,27
65244,1161,25
14893,305,17
35537,881,8
4337,423,50
53980,1138,4
53980,663,8
84996,1309,12
44795,642,67
53136,699,8
21186,642,105
23171,663,8
76850,1349,58
38351,642,28
85272,1101,8
84930,1120,16
4252,343,20
22687,663,30
56685,1134,16
34443,700,8
73590,1117,39
24417,689,82
58743,1138,24
11424,305,35
27758,663,49
9631,305,9
85661,1178,13
67030,1177,31
69356,1138,12
12371,1101,26
12371,367,2
17877,715,109
11077,405,21
55691,642,28
44775,642,55
100943,1101,9
46415,690,4
46415,656,4
82816,1138,22
37934,689,8
83649,1101,36
81428,1138,12
77232,1101,14
47030,697,101
43995,642,19
13976,469,34
9142,343,11
79524,1138,17
59651,1101,8
59651,1140,11
51806,655,17
44460,642,13
27622,689,11
101982,1247,8
5339,305,46
106679,1561,12
23095,842,15
23095,1232,101
53940,670,8
108937,1104,12
88291,1138,8
35167,663,16
56790,1101,11
83280,1101,16
74007,1101,76
62964,1267,37
62964,1163,1
38658,1316,47
38658,744,22
17592,699,2
17592,656,133
32048,838,8
19569,653,11
54687,663,40
6195,1318,32
6195,359,58
89650,1138,14
30794,669,61
18883,655,11
79697,1307,9
72724,1318,12
42137,663,8
49057,801,16
66717,1317,42
24199,902,14
104437,1105,13
43148,642,26
546,65,39
43653,739,2
43653,1182,6
19049,663,48
82591,1200,18
73297,1101,38
98304,1215,8
96518,1101,12
47583,1267,1
47583,814,2
47583,1424,50
108252,1121,359
15724,305,9
26782,642,20
31405,663,35
22083,1138,3
22083,663,9
42565,670,17
90831,1101,15
91499,1269,9
91499,1325,9
18103,701,30
34521,670,22
67259,1212,336
106922,1200,24
19722,703,19
67473,1138,9
24624,722,58
81275,1200,8
6334,305,43
101538,1200,8
35927,689,14
95618,1161,8
81426,1178,243
96852,1101,6
96852,1200,6
98473,1120,29
33241,797,57
88211,1138,28
41482,663,76
9276,305,18
33162,761,53
31620,755,41
43447,670,15
67411,1151,219
60535,1101,36
85412,1256,20
33886,642,35
77267,1165,12
55724,642,36
45957,650,8
37440,690,29
14462,305,11
92524,1156,16
33645,663,8
25883,690,7
25883,670,12
46160,642,123
24515,642,16
85953,1101,8
83452,1200,49
84647,1276,56
51107,838,12
2486,343,104
68178,1143,12
5773,305,21
25839,663,20
7101,343,32
10915,343,25
35723,642,35
16487,479,104
10318,719,7
10318,431,2
10318,648,2
26103,703,40
98441,1649,4
98441,1477,6
53658,663,22
27331,670,41
136,45,2
136,1246,1
136,1250,2
136,1209,29
2488,392,12
105518,1101,36
7337,305,8
3315,305,23
26179,1120,34
26179,663,10
37498,642,18
27106,670,23
97576,1138,9
105615,1101,212
44776,642,29
73700,1138,8
21768,689,38
34648,676,78
34648,1316,9
54462,648,1
54462,1209,18
23125,655,16
49076,642,19
67061,1117,12
13090,670,8
13090,409,23
39507,689,10
99107,1101,8
62698,1143,8
98033,1101,56
2686,405,119
15001,305,8
42998,642,12
60153,1203,38
4978,359,21
97230,1138,11
11957,305,16
57666,1140,100
98198,1304,23
46633,663,11
92631,1120,26
31211,867,11
69778,1101,35
83731,1104,27
33077,642,9
71920,1138,12
11778,1501,5
11778,370,7
63219,1307,9
25426,655,12
43666,647,24
90643,1138,8
96994,1138,8
41794,642,26
101693,1120,10
58870,1199,8
3497,305,11
95456,1138,16
94474,1101,30
105285,1138,12
105410,1138,30
14630,363,24
40124,689,12
30269,703,10
59033,1217,12
85089,1104,11
104275,1138,36
98949,1138,17
56067,670,10
95674,1101,8
53757,642,21
7053,305,9
40848,642,18
21836,703,36
74692,1165,24
34822,703,154
49254,642,21
71893,1101,9
96829,1138,12
28257,670,40
103497,1178,8
87928,1424,44
103805,1177,43
92069,1178,16
94819,1199,26
93429,1138,18
104893,1138,21
25845,751,20
106312,1138,12
32162,642,34
85656,1125,9
43619,1101,39
43619,703,9
34060,1138,18
34060,642,34
100477,1138,16
3431,305,12
31089,663,48
53209,918,13
25516,720,12
29377,690,40
52678,1138,5
52678,642,5
27602,718,28
108574,1101,50
31229,670,14
46743,642,17
81828,1177,23
40314,663,12
74364,1138,16
69407,1101,27
92975,1101,10
33655,663,8
103323,1101,10
72912,1104,11
74872,1138,25
50650,642,12
23624,689,22
65881,1138,36
34313,670,8
32571,642,10
83791,1138,37
83874,1138,41
25311,663,8
52885,642,24
105739,1223,20
89315,1101,11
88086,1138,10
53251,655,9
53251,1265,2
59835,1140,382
64385,1138,25
51825,642,8
102956,1163,27
72059,1138,17
34262,670,94
55946,642,8
6075,343,42
72085,1138,53
73063,1138,12
30387,670,27
75558,1120,24
106090,1138,16
34594,689,13
25246,670,11
73524,1151,75
21779,648,6
21779,723,41
70522,1138,32
37450,670,11
5861,305,14
55201,669,112
69667,1101,43
49227,718,16
77431,1217,44
88090,1138,10
87363,1120,14
12222,305,21
27145,689,8
107242,1215,9
30977,745,10
30977,703,2
42636,670,10
73993,1104,36
66639,1138,42
75824,1178,10
37483,642,41
36242,739,15
59891,1178,10
58620,1101,13
58620,1200,4
86704,1151,28
99016,1138,15
18826,655,44
45239,655,32
53772,669,20
75600,1101,19
45054,1258,1
45054,696,37
42819,642,14
107635,1379,68
13054,521,12
37119,1284,1
37119,670,19
38090,669,12
40838,642,16
87377,1120,17
55648,773,1
55648,1273,5
55648,1279,2
28051,663,18
65032,1138,65
47395,698,8
51767,657,23
80996,1299,8
25261,642,10
66874,1138,75
30851,705,28
80667,1138,11
86187,1101,2
86187,1104,12
75607,1101,13
75752,1178,13
62968,1138,8
36838,663,26
76385,1120,16
5468,305,22
108902,1138,12
12716,305,16
108878,1101,24
69345,1138,34
58001,1151,179
78019,1138,119
69911,1101,40
75516,1138,17
73149,1104,44
106367,1717,15
94273,1215,33
90197,1120,8
29402,695,8
23386,655,13
26310,670,44
105785,1149,40
104438,1151,13
35905,751,16
72216,1138,22
55496,905,30
87882,1138,9
105970,1120,13
30423,642,18
100087,1104,36
106180,1138,8
40873,642,39
101674,1101,9
70486,1138,67
7775,305,22
87116,1256,19
73299,1101,37
105682,1401,29
89533,1126,22
24987,663,13
27193,670,8
90887,1101,22
67333,1138,69
35910,707,208
44544,697,95
13335,305,10
27036,701,24
7331,305,14
83750,1120,51
83924,1120,23
80219,1347,13
43338,642,9
93539,1177,3
93539,1126,3
93539,1196,3
79063,1314,13
33580,642,22
49342,1101,2
49342,703,6
58171,1149,24
39377,642,23
94404,1101,8
95137,1247,50
6817,343,33
106746,1200,28
95676,1247,29
38312,642,41
40563,655,31
104872,1138,8
4820,435,42
28978,670,51
101984,1173,52
35763,792,12
23229,760,12
53597,665,9
24605,739,52
22509,920,24
107363,1138,8
102857,1138,32
51013,867,53
11631,305,14
1695,343,20
36206,924,21
19210,718,52
97864,1348,10
92932,1138,33
93126,1138,10
93126,1178,6
26431,689,19
94375,1216,10
22297,1138,12
22297,663,37
54234,655,13
44206,642,35
92540,1101,27
68538,1138,27
35609,655,8
35066,1014,12
29477,642,12
74839,1120,68
71652,1288,26
101412,1101,28
54342,745,8
51546,642,60
11495,305,25
42863,670,11
61246,1149,76
98339,1101,24
106684,1138,44
2051,305,23
56140,642,17
96458,1101,24
11271,305,14
62889,1542,19
81880,1101,18
7605,407,8
83893,1215,14
61713,1269,16
40299,689,20
20983,720,15
43748,670,11
39150,642,35
91010,1101,24
45331,670,10
14376,305,15
66915,1138,34
12100,305,6
12100,1146,2
72135,1257,24
1938,305,10
38480,670,576
32115,642,22
40749,670,11
92471,1101,126
79381,1149,10
82231,1368,781
103156,1101,123
82312,1101,15
6716,305,20
40105,718,32
2834,343,10
2016,305,46
8988,1173,33
8988,648,9
8988,885,2
8988,461,1
8988,452,1
76483,1101,30
22146,655,10
28084,1101,21
28084,703,461
42718,642,20
67566,1120,83
24689,703,17
74770,1153,48
46863,762,3
46863,1311,4
46863,1304,1
46863,1237,3
46863,1331,4
46863,710,1
20209,647,109
37863,642,39
15382,305,1
15382,642,11
50926,669,52
52849,924,10
32836,792,12
12577,343,48
3905,342,18
103816,1173,40
72042,1138,8
72828,1138,11
86713,1126,9
106631,1200,13
11840,305,15
7194,305,12
99188,1101,8
20592,703,48
10051,343,33
39636,642,21
43785,755,16
9689,305,22
47758,642,21
12671,421,5
12671,1264,1
12671,1465,4
12671,1534,2
96616,1101,27
40155,642,340
88460,1273,21
44263,689,24
104767,1500,10
97989,1138,3
97989,1120,8
52989,792,28
60164,1138,8
20105,663,44
50230,701,12
2718,305,23
60955,1138,12
37962,642,25
25045,875,108
11127,343,36
33185,739,320
4332,305,20
99992,1200,51
99992,1148,29
40085,670,14
98490,1138,13
79508,1138,21
89203,1138,23
41683,1101,7
41683,703,9
63661,1138,14
15448,305,9
107533,1101,25
42806,726,52
80001,1101,35
60794,1138,21
77996,1163,26
83489,1313,33
16923,305,32
22071,689,2
22071,863,6
20268,642,28
91835,1101,276
64937,1138,9
108764,1101,12
9657,351,6
9657,670,5
9657,806,3
12494,343,13
30991,703,79
84516,1105,11
56937,1163,77
59807,1210,136
87709,1138,24
70866,1178,12
57884,1151,8
90381,1138,16
45250,1138,7
45250,663,2
98992,1178,24
104626,1101,8
4311,344,63
76997,1256,4
76997,1120,7
74822,1138,25
61925,1101,18
58820,1101,8
65534,1120,54
71524,1126,46
82077,1101,13
88744,1138,24
88975,1101,39
104188,1101,100
76939,1104,28
69925,1138,44
46859,642,13
48926,663,8
72592,1104,12
84412,1149,48
35632,663,30
34440,939,8
65031,1138,21
105011,1163,9
51759,703,21
48567,1101,6
48567,703,10
44603,665,15
11010,305,64
55716,642,8
13717,305,13
64181,1138,38
52769,1101,38
52769,670,7
83664,1104,8
81837,1138,15
39646,693,28
69393,1138,32
62885,1138,18
84184,1120,60
45014,697,15
92214,1101,11
104704,1101,35
89151,1138,18
89151,1120,1
82450,1178,8
74978,1120,13
19902,875,11
103665,1117,18
96270,1138,23
95287,1101,19
74664,1178,22
104668,1120,13
41157,636,5
41157,1151,3
36593,690,9
60456,1200,36
65147,1190,24
65147,1178,1
107389,1261,43
29882,690,24
25377,795,5
25377,952,8
73160,1458,84
22780,1138,3
22780,1120,3
22780,663,18
108712,1173,15
93962,1104,28
81748,1101,8
30259,707,14
25060,670,9
5299,305,40
16365,435,8
22623,663,8
50852,642,40
61964,1120,8
108103,1138,8
76263,1182,14
87440,1120,9
106010,1120,8
106447,1190,47
14350,305,16
59884,1101,8
98488,1129,9
23720,828,11
3307,367,14
3307,1117,9
3307,1299,17
91840,1101,44
43488,670,34
108768,1163,11
45591,655,15
74595,1138,12
77836,1104,105
106920,1104,12
10171,343,3
10171,1200,2
10171,1217,2
10171,1140,2
2064,305,8
53322,663,9
19879,669,32
29117,725,37
74620,1120,8
32365,780,10
34210,650,16
56286,697,34
83113,1138,17
61766,1120,9
49222,739,12
49222,745,1
70960,1138,13
35683,703,36
25635,748,56
55657,1101,6
55657,1217,1
55657,703,10
55657,1151,1
32023,663,31
6931,305,82
70079,1138,8
46703,1171,24
46703,990,2
19405,689,9
24158,972,18
91310,1256,9
42465,782,17
22491,663,19
27687,663,16
63803,1138,56
57813,1358,17
64738,1138,11
24222,874,27
80571,1138,40
68259,1101,21
91460,1101,13
21135,778,20
66188,1138,14
63266,1138,52
23973,1101,47
23973,723,14
30288,703,15
8824,343,28
48134,1101,16
48134,703,2
49168,642,12
7005,351,21
97343,1101,18
94990,1101,41
60386,1369,33
101482,1138,26
21138,753,11
49946,670,12
22054,726,54
103256,1138,93
23225,663,12
47142,655,24
91579,1101,37
88626,1138,8
1636,305,52
93432,1101,8
49831,663,9
68048,1138,41
6709,305,51
6114,305,12
61828,1120,11
73302,1138,32
57046,1178,1
57046,1120,11
55828,642,24
76883,1101,116
87433,1149,12
89760,1120,8
39854,690,10
13274,379,4
13274,732,4
13274,784,2
13274,1260,36
7765,342,42
88956,1133,21
81519,1299,10
43053,670,19
102321,1200,18
92184,1101,23
98512,1120,11
18904,663,196
49624,702,49
6380,305,24
18979,795,2
18979,670,14
38828,669,16
71746,1217,13
105,63,12
10198,343,20
83270,1200,14
43764,642,11
78282,1138,16
36245,718,68
15700,305,14
32534,750,18
100889,1138,32
100261,1120,20
107144,1104,14
63200,1138,20
82033,1138,8
100027,1101,1
100027,1120,22
37831,642,80
24910,1161,3
24910,703,5
44965,694,21
107431,1163,56
15173,305,25
41189,642,8
41071,1137,157
41071,670,3
31728,701,19
93954,1120,15
99642,1101,109
38857,642,31
45498,744,15
18698,750,36
106970,1120,8
8216,690,21
8216,351,36
5244,359,8
41055,767,15
2498,305,9
36009,642,8
13404,343,9
73113,1138,8
63521,1138,8
80438,1255,105
78392,1101,19
87174,1126,9
3165,343,21
51552,1101,34
51552,701,1
54299,689,8
59241,1104,21
54100,718,10
41048,670,28
62599,1138,13
62599,1104,12
69500,1101,16
8483,351,83
105812,1101,77
9140,343,26
10836,381,28
86706,1351,40
74910,1104,12
9592,559,8
36134,792,18
106441,1120,12
57349,1138,10
108426,1138,34
83738,1138,9
75080,1163,20
65161,1138,16
88239,1101,14
105520,1138,17
92538,1163,48
101929,1138,10
101929,1200,19
89066,1138,13
61935,1138,13
19779,703,73
6763,343,28
36364,1101,14
36364,674,14
52700,642,11
22280,776,57
57419,1161,89
76283,1138,8
44148,663,17
45401,1101,1
45401,703,51
42024,670,19
27585,746,57
25863,663,22
17717,670,24
34632,760,27
10599,351,8
49106,670,8
103123,1138,12
18783,670,39
5208,305,30
27007,642,23
106962,1396,13
64008,1138,9
52118,642,11
71690,1104,8
74185,1101,218
52538,670,15
55680,642,17
84013,1149,12
42971,642,8
12590,593,8
58358,1217,24
77077,1120,36
42596,739,12
10468,1381,2
10468,390,1
10468,806,5
20334,720,9
56558,1173,30
30929,703,11
27425,642,39
101995,1200,8
13277,343,11
87832,1138,64
41303,642,14
41303,1247,5
68874,1138,14
24983,916,48
24983,758,84
8875,351,9
97863,1101,40
56263,642,36
37454,642,12
43658,773,22
83557,1140,11
6186,305,30
11156,351,3
11156,670,57
37864,722,5
37864,1208,3
46003,670,11
76764,1178,8
71250,1178,32
86673,1138,12
43951,642,10
16168,305,16
17577,639,20
31559,1149,2
31559,658,6
93552,1101,13
89408,1199,8
32078,663,13
98566,1138,16
98144,1138,20
108155,1101,30
64601,1163,16
83275,1200,32
37278,642,56
35230,888,16
72102,1101,84
70128,1101,24
31850,705,268
10447,690,2
10447,472,6
70812,1120,8
77713,1101,48
50845,642,32
99774,1101,10
34940,813,14
28468,1101,14
28468,703,18
82847,1101,61
108766,1200,18
84415,1101,20
48133,1101,19
48133,703,1
59552,1101,41
86528,1101,8
7449,343,12
82020,1101,8
56370,1101,50
15333,718,3
15333,801,2
15333,817,60
15333,411,4
98746,1200,18
51019,1359,4
51019,636,7
58445,1101,11
40132,669,9
34558,670,20
72829,1101,26
65346,1101,59
16440,367,9
16440,1117,7
16440,1430,6
69124,1101,34
81389,1200,18
47483,1101,36
47483,703,10
43172,663,23
29205,745,10
82692,1139,56
9486,305,3
9486,408,6
40904,663,13
88968,1273,19
92159,1381,32
57177,1255,11
39240,642,14
1873,343,12
36735,819,105
75460,1101,18
108776,1138,6
108776,1165,6
9961,305,20
106853,1190,5
106853,1138,3
102929,1138,25
50452,670,63
61278,1163,90
94684,1217,11
42828,642,27
68082,1178,41
40458,718,20
64460,1101,10
105854,1138,8
50429,703,28
53837,670,13
89603,1138,45
5538,411,18
75465,1178,43
81555,1101,19
50673,642,8
14332,305,49
49045,1101,15
49045,1215,5
49045,703,8
97391,1138,29
67244,1120,13
29212,750,156
92883,1178,15
98795,1200,12
4437,305,15
3679,305,32
92279,1101,22
41814,1101,12
41814,703,3
95359,1104,29
3638,305,30
3638,648,10
3638,701,80
20768,669,396
45466,670,14
99532,1101,11
28194,1101,36
28194,703,16
17176,305,40
29239,725,8
61720,1266,5
61720,1120,7
93564,1104,9
96318,1138,37
34101,867,33
22485,1138,5
22485,663,7
10097,342,3
10097,1209,28
18806,782,44
21059,689,12
50964,753,1
50964,1177,1
50964,1126,18
76587,1101,18
92257,1101,20
47155,642,8
3099,352,127
23109,1126,3
23109,1147,18
23109,963,3
69547,1215,12
82674,1101,36
68901,1138,8
35681,670,9
77028,1101,52
9427,305,73
18354,701,12
30594,689,15
30594,723,15
40562,703,14
49871,670,25
80198,1146,39
103830,1149,14
37093,655,3
37093,1182,5
75747,1101,35
60186,1449,16
89696,1138,12
26547,670,11
82303,1101,14
30824,663,58
71773,1190,12
31133,663,51
47372,1050,110
69174,1120,88
27593,663,12
45812,707,24
61260,1149,28
41194,663,10
92122,1104,8
108957,1178,9
106666,1190,37
5866,305,20
65667,1190,142
65667,1178,22
16562,305,11
14172,1101,6
14172,305,8
14172,642,2
87033,1149,24
41158,653,17
65331,1138,15
7900,343,63
102848,1138,5
102848,1126,3
85602,1190,35
95811,1138,8
85475,1104,58
13556,675,1
13556,1153,22
13556,469,26
87182,1250,33
104305,1138,10
90658,1138,29
98704,1190,8
57253,1149,12
57253,1138,15
87097,1101,24
21540,1101,9
21540,703,15
6189,305,19
21986,689,15
41599,642,8
84953,1215,29
96266,1299,41
80939,1387,43
86055,1233,9
62166,1101,16
40588,707,10
40211,642,34
18324,663,11
30766,697,10
58650,1297,17
107427,1163,8
36043,927,9
15186,305,26
5226,305,26
5226,670,10
102565,1101,16
40065,718,13
36064,838,52
107266,1101,8
39661,751,8
69061,1138,11
28990,670,8
33394,707,524
18621,670,44
52211,642,17
67148,1227,70
67148,1203,3
87207,1282,27
34201,776,10
63741,1138,17
47743,655,4
47743,1120,4
52754,642,11
39861,1104,8
39861,792,11
39861,1299,1
9963,343,27
9963,928,20
9963,774,9
10992,351,6
10992,390,1
10992,806,12
2506,351,88
33753,746,56
4155,342,8
40836,739,16
99396,1101,8
64021,1138,141
18049,756,18
35195,670,244
46101,725,9
